质量_A
t	x	y	v	v_{y}	v_{x}
1.166666667E0	8.890648336E-3	-3.126010834E-2	6.215565600E-1	-9.518373821E-2	-6.142252138E-1
1.200000000E0	-1.378627788E-2	-3.878430550E-2	5.683259626E-1	-4.783019069E-2	-5.663096967E-1
1.233333333E0	-2.886333145E-2	-3.444878772E-2	3.461441069E-1	7.870453902E-2	-3.370776443E-1
1.266666667E0	-3.625812083E-2	-3.353733623E-2	1.110575089E-1	3.694879551E-2	-1.047308780E-1
1.300000000E0	-3.584538998E-2	-3.198553469E-2	1.218235313E-1	6.185915452E-2	1.049495964E-1
1.333333333E0	-2.926148107E-2	-2.941339260E-2	1.932943002E-1	-1.107844535E-2	1.929765647E-1
1.366666667E0	-2.298028567E-2	-3.272409771E-2	3.384499076E-1	-1.535536497E-1	3.016116984E-1
1.400000000E0	-9.154034510E-3	-3.965030258E-2	5.267146852E-1	-1.467888614E-1	5.058472000E-1
1.433333333E0	1.074286100E-2	-4.251002181E-2	5.883623212E-1	2.817581738E-2	5.876872844E-1
1.466666667E0	3.002511778E-2	-3.777191475E-2	7.115257770E-1	1.577712460E-1	6.938134946E-1
1.500000000E0	5.699709397E-2	-3.199193874E-2	5.696866621E-1	1.284411292E-1	5.550187108E-1
1.533333333E0	6.702636517E-2	-2.920917280E-2	2.523536295E-1	8.717876033E-2	2.368168449E-1
1.566666667E0	7.278488364E-2	-2.618002138E-2	2.824897955E-1	2.389608775E-1	1.506591637E-1
1.600000000E0	7.707030942E-2	-1.327844764E-2	2.220569100E-1	2.097913889E-1	7.277942305E-2
1.633333333E0	7.763684517E-2	-1.219392879E-2	9.957552368E-2	-7.359388810E-2	-6.707625922E-2
1.666666667E0	7.259855880E-2	-1.818470684E-2	2.472446139E-1	-2.031730131E-1	-1.408922491E-1
1.700000000E0	6.824402856E-2	-2.573879633E-2	2.513019031E-1	-8.950858095E-2	-2.348209115E-1
1.733333333E0	5.694383137E-2	-2.415194557E-2	4.621484414E-1	-8.285768047E-3	-4.620741585E-1
1.766666667E0	3.743908466E-2	-2.629118087E-2	6.932699251E-1	-7.740145882E-2	-6.889355581E-1
1.800000000E0	1.101479416E-2	-2.931204283E-2	7.208866528E-1	-1.254849782E-1	-7.098810368E-1
1.833333333E0	-9.886317791E-3	-3.465684608E-2	4.132290938E-1	-6.471337834E-2	-4.081304480E-1
1.866666667E0	-1.619390237E-2	-3.362626805E-2	2.730273623E-1	-1.801830188E-1	-2.051292771E-1
1.900000000E0	-2.356160293E-2	-4.666904733E-2	2.161179793E-1	-9.460752153E-2	-1.943100559E-1
1.933333333E0	-2.914790610E-2	-3.993343615E-2	2.633026004E-2	2.581978815E-2	-5.159567176E-3
1.966666667E0	-2.390557407E-2	-4.494772812E-2	1.588401560E-1	-4.508731706E-2	1.523066938E-1
2.000000000E0	-1.899412651E-2	-4.293925729E-2	3.833700386E-1	-5.105329091E-3	3.833360433E-1
2.033333333E0	1.650162144E-3	-4.528808339E-2	6.614018310E-1	3.194395013E-2	6.606299767E-1
2.066666667E0	2.504787193E-2	-4.080966062E-2	5.745987643E-1	2.624745163E-1	5.111466210E-1
2.100000000E0	3.572660355E-2	-2.778978231E-2	5.210560900E-1	3.093839887E-1	4.192624434E-1
2.133333333E0	5.299870149E-2	-2.018406137E-2	4.685011348E-1	2.088967700E-1	4.193512285E-1
2.166666667E0	6.368335211E-2	-1.386333098E-2	3.007929157E-1	1.724460062E-1	2.464523343E-1
2.200000000E0	6.942885711E-2	-8.687660959E-3	1.633193501E-1	1.223802883E-1	1.081493187E-1
2.233333333E0	7.089330669E-2	-5.704645090E-3	7.045928635E-2	6.668762183E-2	-2.274361727E-2
2.266666667E0	6.791261596E-2	-4.241819503E-3	1.557712397E-1	1.364586931E-2	-1.551723859E-1
2.300000000E0	6.054848096E-2	-4.794920470E-3	3.022262598E-1	-6.111997206E-2	-2.959815216E-1
2.333333333E0	4.818051452E-2	-8.316484308E-3	4.870760892E-1	-3.468124290E-1	-3.420003739E-1
2.366666667E0	3.774845604E-2	-2.791574907E-2	5.194623946E-1	-2.992780055E-1	-4.245866871E-1
2.400000000E0	1.987473538E-2	-2.826835134E-2	6.384691170E-1	-1.758866550E-1	-6.137643669E-1
2.433333333E0	-3.169168421E-3	-3.964152607E-2	6.116926219E-1	-3.016947816E-1	-5.321166437E-1
2.466666667E0	-1.559970753E-2	-4.838133678E-2	3.131444614E-1	-2.116371469E-1	-2.308011519E-1
2.500000000E0	-1.855591188E-2	-5.375066920E-2	1.548808512E-1	-1.462547696E-1	5.096685648E-2
2.533333333E0	-1.220191710E-2	-5.813165475E-2	2.048354061E-1	-1.453161810E-1	1.443632610E-1
2.566666667E0	-8.931694481E-3	-6.343841460E-2	1.470470012E-1	8.274886636E-3	1.468139871E-1
2.600000000E0	-2.414317958E-3	-5.757999564E-2	4.132762397E-1	2.515789993E-1	3.278799437E-1
2.633333333E0	1.292696843E-2	-4.666648132E-2	5.074307949E-1	3.104167046E-1	4.014068773E-1
2.666666667E0	2.434614053E-2	-3.688554867E-2	4.180957364E-1	1.779442957E-1	3.783383042E-1
2.700000000E0	3.814952204E-2	-3.480352827E-2	4.322344922E-1	2.090372917E-1	3.783253453E-1
2.733333333E0	4.956783022E-2	-2.294972922E-2	4.522362686E-1	3.731270828E-1	2.555265596E-1
2.766666667E0	5.518462602E-2	-9.928389413E-3	3.279819927E-1	3.121069060E-1	1.008041007E-1
2.800000000E0	5.628810360E-2	-2.142602156E-3	2.510834264E-1	2.325212255E-1	9.474580050E-2
2.833333333E0	6.150101272E-2	5.573025621E-3	6.211627872E-2	3.653003098E-2	-5.023931646E-2
2.866666667E0	5.293881583E-2	2.927332427E-4	2.361689268E-1	-2.406818036E-2	-2.349393213E-1
2.900000000E0	4.583839130E-2	3.968480263E-3	3.081340287E-1	-8.163607451E-2	-2.971230906E-1
2.933333333E0	3.313060979E-2	-5.149671725E-3	5.098789316E-1	-3.452309391E-1	-3.752227653E-1
2.966666667E0	2.082354028E-2	-1.904691568E-2	5.659066294E-1	-4.409601977E-1	-3.546891841E-1
3.000000000E0	9.484664188E-3	-3.454701824E-2	4.909651540E-1	-4.172754273E-1	-2.587044651E-1
3.033333333E0	3.576575939E-3	-4.686527750E-2	4.512490578E-1	-4.146780403E-1	-1.779545872E-1
3.066666667E0	-2.378974958E-3	-6.219222092E-2	2.579656855E-1	-2.530719585E-1	-5.000878602E-2
3.100000000E0	2.426568709E-4	-6.373674140E-2	1.315567962E-1	-8.825009544E-2	9.756593293E-2
3.133333333E0	4.125420570E-3	-6.807556061E-2	2.432912905E-1	8.136735112E-4	2.432899298E-1
3.166666667E0	1.646198553E-2	-6.368249650E-2	2.478365799E-1	1.389967582E-1	2.051898426E-1
3.200000000E0	1.780474341E-2	-5.880911007E-2	3.684549033E-1	2.976946015E-1	2.171104327E-1
3.233333333E0	3.093601437E-2	-4.383618973E-2	5.316523296E-1	4.729522659E-1	2.428381226E-1
3.266666667E0	3.399395159E-2	-2.727895901E-2	6.439731544E-1	6.300131888E-1	1.333596846E-1
3.300000000E0	3.982666001E-2	-1.835310479E-3	5.760146353E-1	5.602790781E-1	1.337169199E-1
3.333333333E0	4.290841291E-2	1.007297953E-2	2.054352442E-1	2.052127918E-1	-9.557701635E-3
3.366666667E0	3.918947990E-2	1.184554231E-2	1.745536742E-1	-1.729003660E-2	-1.736952498E-1
3.400000000E0	3.132872959E-2	8.920310428E-3	2.375217478E-1	-1.015074510E-1	-2.147389533E-1
3.433333333E0	2.487354968E-2	5.078378907E-3	2.137741376E-1	-1.685347519E-1	-1.315120501E-1
3.466666667E0	2.256125959E-2	-2.315339700E-3	3.941637972E-1	-3.732508757E-1	-1.266841853E-1
3.500000000E0	1.642793733E-2	-1.980501281E-2	6.752289983E-1	-6.693382516E-1	-8.899721896E-2
3.533333333E0	1.662811166E-2	-4.693788981E-2	4.495018339E-1	-4.472864997E-1	-4.457225503E-2
3.566666667E0	1.345645366E-2	-4.962411279E-2	2.459468023E-1	-2.331936085E-1	-7.817013830E-2
3.600000000E0	1.141676910E-2	-6.248413038E-2	2.402290630E-1	-2.401180716E-1	-7.301672129E-3
3.633333333E0	1.296967552E-2	-6.563198422E-2	1.011425835E-1	-4.721780769E-2	8.944440082E-2
3.666666667E0	1.737972916E-2	-6.563198422E-2	1.837694472E-1	9.654910351E-2	1.563632960E-1
3.700000000E0	2.339389525E-2	-5.919537732E-2	3.971690317E-1	3.505334143E-1	1.867339422E-1
3.733333333E0	2.982865864E-2	-4.226308994E-2	5.930537900E-1	5.845975391E-1	9.979235983E-2
3.766666667E0	3.004671924E-2	-2.022220805E-2	5.874468048E-1	5.870432093E-1	-2.177197442E-2
3.800000000E0	2.837719368E-2	-3.126875982E-3	3.720924476E-1	3.720901667E-1	1.302837236E-3
3.833333333E0	3.013357506E-2	4.583803064E-3	1.814141536E-1	1.809193781E-1	-1.338931570E-2
3.866666667E0	2.748457263E-2	8.934415888E-3	1.331078306E-1	9.268188758E-2	-9.553932317E-2
3.900000000E0	2.376428685E-2	1.076259557E-2	1.680600367E-1	-1.354335503E-1	-9.950843865E-2
3.933333333E0	2.085067672E-2	-9.448746818E-5	2.429817082E-1	-2.333270865E-1	-6.781283977E-2
3.966666667E0	1.924343086E-2	-4.792543531E-3	3.256079986E-1	-3.234452670E-1	-3.746635889E-2
4.000000000E0	1.835291946E-2	-2.165750527E-2	4.143556913E-1	-4.042874858E-1	9.078693598E-2
4.033333333E0	2.529589326E-2	-3.174504258E-2	2.497662419E-1	-1.564302154E-1	1.947120010E-1
4.066666667E0	3.133371953E-2	-3.208618629E-2	8.989709741E-2	-3.756508994E-3	8.981857694E-2
4.100000000E0	3.128379839E-2	-3.199547651E-2	7.291841933E-4	6.042149288E-4	-4.082081670E-4
4.133333333E0	3.130650565E-2	-3.204590529E-2	6.692466770E-4	-5.927573918E-4	3.106924350E-4
4.166666667E0	3.130451122E-2	-3.203499367E-2	3.239205415E-4	2.827171148E-5	-3.226844086E-4
4.200000000E0	3.128499335E-2	-3.204402051E-2	1.149062038E-1	6.266181155E-2	-9.631683679E-2
4.233333333E0	2.488338877E-2	-2.785753957E-2	1.298478560E-1	-6.464445714E-2	-1.126124321E-1
4.266666667E0	2.377749788E-2	-3.635365099E-2	1.115193874E-1	-4.633250182E-2	1.014390114E-1
4.300000000E0	3.164598953E-2	-3.094637303E-2	5.420014054E-1	5.006590608E-1	-2.076199130E-1
4.333333333E0	9.936170344E-3	-2.976380267E-3	6.111379175E-1	4.717927141E-1	-3.884600226E-1
4.366666667E0	5.748654691E-3	5.064745792E-4	9.637262935E-2	4.329884165E-2	-8.609816490E-2
4.400000000E0	4.196292683E-3	-8.979082414E-5	1.281797997E-1	-1.271481918E-1	-1.622955250E-2
4.433333333E0	4.666684524E-3	-7.970071541E-3	2.846880666E-1	-2.770870559E-1	6.534568659E-2
4.466666667E0	8.552671789E-3	-1.856226122E-2	4.123130837E-1	-3.968026715E-1	1.120255279E-1
4.500000000E0	1.213505305E-2	-3.442358298E-2	4.937546017E-1	-4.647914305E-1	1.666209256E-1
4.533333333E0	1.966073350E-2	-4.954835658E-2	5.400443225E-1	-4.605187861E-1	2.820821121E-1
4.566666667E0	3.094052719E-2	-6.512483538E-2	3.068396555E-1	-2.749569101E-1	1.361957112E-1
4.600000000E0	2.874044758E-2	-6.787881726E-2	1.910611818E-1	1.415173549E-1	1.283635986E-1
4.633333333E0	3.949810043E-2	-5.569034506E-2	5.204357952E-1	5.185573346E-1	4.417813500E-2
4.666666667E0	3.168565658E-2	-3.330832828E-2	3.539670115E-1	3.339689347E-1	-1.172919260E-1
4.700000000E0	3.167863870E-2	-3.342574941E-2	1.484954691E-1	-1.310765049E-1	6.978434075E-2
4.733333333E0	3.633794596E-2	-4.204676194E-2	1.222880219E-1	9.918471883E-2	-7.153147446E-2
4.766666667E0	2.690987373E-2	-2.681343483E-2	5.508102523E-1	5.245403320E-1	-1.680755014E-1
4.800000000E0	2.513291253E-2	-7.077406478E-3	4.109217126E-1	4.076924590E-1	-5.141510285E-2
4.833333333E0	2.348220021E-2	3.660624406E-4	6.749256943E-2	-2.566691291E-3	-6.744374710E-2
4.866666667E0	2.063666272E-2	-7.248519231E-3	3.287962610E-1	-2.769975967E-1	-1.771420691E-1
4.900000000E0	1.167272893E-2	-1.810044400E-2	1.181752188E-1	-8.863809326E-2	-7.815798587E-2
4.933333333E0	1.542613033E-2	-1.315772545E-2	3.857994682E-1	-3.213745662E-1	2.134469907E-1
4.966666667E0	2.590252831E-2	-3.952541508E-2	5.479267629E-1	-4.636263908E-1	2.920176487E-1
5.000000000E0	3.489397358E-2	-4.406615150E-2	3.236928602E-1	-2.362931314E-1	2.212297986E-1
5.033333333E0	4.065118155E-2	-5.527829051E-2	2.844608419E-1	-2.485962375E-1	1.382674266E-1
5.066666667E0	4.411180203E-2	-6.063923400E-2	7.855693958E-2	-6.323377156E-2	4.661204662E-2
5.100000000E0	4.375865133E-2	-5.949387528E-2	5.383325361E-2	4.658480302E-2	-2.697916459E-2
5.133333333E0	4.231319105E-2	-5.753358047E-2	1.895517814E-1	1.383260987E-1	-1.295984886E-1
5.166666667E0	3.511875209E-2	-5.027213536E-2	3.416735753E-1	3.221509232E-1	-1.138403035E-1
5.200000000E0	3.472383748E-2	-3.605685225E-2	4.358849564E-1	3.504929755E-1	-2.591338831E-1
5.233333333E0	1.784315988E-2	-2.690593700E-2	4.251598270E-1	3.558463026E-1	-2.326677619E-1
5.266666667E0	1.921265336E-2	-1.233376541E-2	4.709800226E-1	4.383892596E-1	-1.721541133E-1
5.300000000E0	6.366218994E-3	2.320013646E-3	2.366353257E-1	1.880316265E-1	-1.436676192E-1
5.333333333E0	9.634812077E-3	2.016763560E-4	1.135699609E-1	-6.464615903E-2	9.337563993E-2
5.366666667E0	1.259126166E-2	-1.989730289E-3	3.736657547E-1	-3.226822113E-1	1.884205052E-1
5.400000000E0	2.219617909E-2	-2.131047106E-2	6.903901743E-1	-6.454452362E-1	2.450286512E-1
5.433333333E0	2.892650507E-2	-4.501941270E-2	5.591317344E-1	-5.066428452E-1	2.365191829E-1
5.466666667E0	3.796412461E-2	-5.508666074E-2	3.482466442E-1	-2.727399121E-1	2.165379078E-1
5.500000000E0	4.336236559E-2	-6.320207351E-2	1.263293841E-1	2.422957619E-2	1.239840349E-1
5.533333333E0	4.622972694E-2	-5.347135566E-2	1.514641280E-1	1.091049092E-1	1.050595110E-1
5.566666667E0	5.036633299E-2	-5.592841290E-2	1.354136165E-1	1.303381894E-1	3.672606609E-2
5.600000000E0	4.867813135E-2	-4.478214304E-2	2.481465587E-1	2.207508738E-1	-1.133391649E-1
5.633333333E0	4.281038867E-2	-4.121168798E-2	2.997473625E-1	1.774288630E-1	-2.415936255E-1
5.666666667E0	3.257188964E-2	-3.295355217E-2	4.042874280E-1	2.235522291E-1	-3.368571289E-1
5.700000000E0	2.035324674E-2	-2.630820604E-2	3.969887674E-1	1.561823172E-1	-3.649755680E-1
5.733333333E0	8.240185113E-3	-2.254139768E-2	3.577947698E-1	3.282375074E-1	-1.423981603E-1
5.766666667E0	1.086003605E-2	-4.425705548E-3			
5.800000000E0		-1.198296211E-2		-3.584651436E-1	
5.833333333E0	-1.982171682E-2	-2.832338179E-2			
5.866666667E0	-3.708474587E-2	-4.711935017E-2	5.128734803E-1	-4.844238672E-1	-1.684420486E-1
5.900000000E0	-3.105118672E-2	-6.061830627E-2	4.663435620E-1	-4.188694188E-1	2.049993359E-1
5.933333333E0	-2.341812347E-2	-7.504397809E-2	3.157641592E-1	-3.064829686E-1	7.599469839E-2
5.966666667E0	-2.598487350E-2	-8.105050417E-2			-4.295094894E-2
6.000000000E0	-2.628152007E-2				1.251753065E0
6.033333333E0	5.746533087E-2	-3.800165459E-2			1.155698096E0
6.066666667E0	5.076501969E-2	-5.881596368E-2	3.265222802E-1	-3.109746865E-1	-9.955673683E-2
6.100000000E0	5.082821508E-2	-5.873330035E-2	2.475458637E-1	2.175800389E-1	1.180588045E-1
6.133333333E0	5.863560666E-2	-4.431062776E-2			
6.166666667E0					
6.200000000E0	7.574275280E-2				
6.233333333E0	5.831221022E-2	-2.300223049E-2			-2.628410670E-1
6.266666667E0	5.822001500E-2	-2.290867039E-2	4.820126676E-2	4.771910489E-2	6.800672403E-3
6.300000000E0	5.876558838E-2	-1.982095683E-2	4.634467928E-2	4.555417294E-2	8.523298968E-3
6.333333333E0	5.878823493E-2	-1.987172553E-2	8.455487803E-4	-7.320897308E-4	4.230808031E-4
6.366666667E0	5.879379376E-2	-1.986976281E-2			-7.408271232E-2
6.400000000E0	5.384938744E-2				-2.579506418E-1
6.433333333E0	4.159708431E-2	-6.184297970E-3			-5.649233444E-1
6.466666667E0	1.618783115E-2	4.174539124E-3	7.338994461E-1	-1.303962525E-1	-7.222224133E-1
6.500000000E0	-6.551076582E-3	-1.487738147E-2			
6.533333333E0					
6.566666667E0	-4.125895631E-2	3.733903031E-3			
6.600000000E0	-4.477696206E-2	3.733903031E-3	8.079406660E-2	-1.795893232E-2	-7.877282493E-2
6.633333333E0	-4.651047797E-2	2.536640876E-3	6.912779069E-2	-6.396461432E-2	-2.621410995E-2
6.666666667E0	-4.652456939E-2	-5.304045909E-4	2.762466171E-1	-2.593713221E-1	-9.507213418E-2
6.700000000E0	-5.284862025E-2	-1.475478060E-2	2.339417216E-1	-2.136363532E-1	-9.533224905E-2
6.733333333E0	-5.288005266E-2	-1.477282814E-2	1.615499949E-4	-1.544311719E-4	-4.742798749E-5
6.766666667E0	-5.285178212E-2	-1.476507601E-2			
6.800000000E0					
6.833333333E0	-5.378918865E-2	3.923427313E-3			
6.866666667E0	-5.378918865E-2	3.923427313E-3	2.996029187E-13	2.996029187E-13	0.000000000E0
6.900000000E0	-5.378918865E-2	3.923427313E-3	0.000000000E0	-0.000000000E0	0.000000000E0
6.933333333E0	-5.378918865E-2	3.923427313E-3			
6.966666667E0		1.759421241E-2		2.058233704E-1	
7.000000000E0	-5.625300431E-2	1.764498534E-2			
7.033333333E0	-5.341014008E-2	1.764498534E-2	6.432667444E-2	4.548582771E-2	-4.548582771E-2
7.066666667E0	-5.928539283E-2	2.067737385E-2	1.624417697E-1	-1.364574831E-1	-8.812879118E-2
7.100000000E0	-5.928539283E-2	8.547819796E-3	2.021634294E-1	-1.819433108E-1	8.812879118E-2
7.133333333E0	-5.341014008E-2	8.547819796E-3	5.685728463E-3	-0.000000000E0	5.685728463E-3
7.166666667E0	-5.890634426E-2	8.547819796E-3	8.812879118E-2	-0.000000000E0	-8.812879118E-2
7.200000000E0	-5.928539283E-2	8.547819796E-3	5.685728463E-3	-0.000000000E0	-5.685728463E-3
7.233333333E0	-5.928539283E-2	8.547819796E-3	0.000000000E0	-0.000000000E0	0.000000000E0
7.266666667E0	-5.928539283E-2	8.547819796E-3	4.548582771E-2	-4.548582771E-2	0.000000000E0
7.300000000E0	-5.928539283E-2	5.515431282E-3	1.438388168E-1	1.364574831E-1	4.548582771E-2
7.333333333E0	-5.625300431E-2	1.764498534E-2	0.000000000E0	-0.000000000E0	0.000000000E0
7.366666667E0	-5.928539283E-2	5.515431282E-3			
7.400000000E0					
7.433333333E0	-5.623978509E-2	2.723491401E-2			
7.466666667E0	-5.919222638E-2	2.283282453E-2	1.243063192E0	-7.101145243E-1	1.020266368E0
7.500000000E0	1.177797278E-2	-2.010605428E-2	1.393419160E0	-7.414541197E-1	1.179772327E0
7.533333333E0	1.945926209E-2	-2.659745012E-2	3.349538278E-1	-1.845801704E-1	2.795071152E-1
7.566666667E0	3.041178046E-2	-3.241139897E-2	2.710451943E-1	-1.626273344E-1	2.168359922E-1
7.600000000E0	3.391499490E-2	-3.743927241E-2	1.384673126E-1	-1.325306993E-1	4.010997869E-2
7.633333333E0	3.308577904E-2	-4.124677892E-2			
7.666666667E0		-5.079525434E-2		-8.369178603E-2	
7.700000000E0	3.216968684E-2	-4.682623133E-2			
7.733333333E0	2.760073905E-2	-4.113050780E-2	3.986498366E-1	2.790783892E-1	-2.846698876E-1
7.766666667E0	1.319169434E-2	-2.822100538E-2	4.411937256E-1	3.271946441E-1	-2.959654852E-1
7.800000000E0	7.869706702E-3	-1.931753153E-2	2.326135816E-1	2.325744535E-1	4.266369356E-3
7.833333333E0	1.347611896E-2	-1.271604181E-2	2.245563033E-1	4.620779009E-2	2.197507076E-1
7.866666667E0	2.251975388E-2	-1.623701219E-2	1.390484086E-1	-2.592357186E-2	1.366104987E-1
7.900000000E0	2.258348554E-2	-1.444427993E-2	1.717601121E-1	-1.292370333E-1	1.131341033E-1
7.933333333E0	3.006202743E-2	-2.485281441E-2	2.431199837E-1	-2.390142388E-1	4.449179854E-2
7.966666667E0	2.554960545E-2	-3.037856252E-2	1.891978496E-1	-1.875225791E-1	-2.512187527E-2
8.000000000E0	2.838723575E-2	-3.735431969E-2	3.202466921E-1	-3.034259730E-1	1.024237410E-1
8.033333333E0	3.237785485E-2	-5.060696072E-2	1.418359105E-1	-1.246365689E-1	6.769897489E-2
8.066666667E0	3.290050074E-2	-4.566342428E-2	1.336253052E-1	1.290991403E-1	-3.448382481E-2
8.100000000E0	3.007893319E-2	-4.200035136E-2	2.685335551E-1	1.086296674E-1	-2.455806702E-1
8.133333333E0	1.652845606E-2	-3.842144645E-2	2.788701033E-1	2.035696889E-1	-1.905988360E-1
8.166666667E0	1.737234413E-2	-2.842903877E-2	1.227077230E-1	1.166837081E-1	-3.797495953E-2
8.200000000E0	1.399679209E-2	-3.064253258E-2	1.545366291E-1	8.394872341E-2	-1.297466053E-1
8.233333333E0	8.722570444E-3	-2.283245721E-2	2.061928947E-1	1.806838827E-1	-9.934205735E-2
8.266666667E0	7.373988264E-3	-1.859694040E-2	2.302490378E-1	-2.487266531E-2	2.289016600E-1
8.300000000E0	2.398268111E-2	-2.449063490E-2	4.236739893E-1	-2.151587569E-1	3.649744628E-1
8.333333333E0	3.170561912E-2	-3.294085753E-2	1.761319408E-1	-1.447899056E-1	1.002912948E-1
8.366666667E0	3.066876743E-2	-3.414329527E-2	6.754794817E-2	-4.992786035E-2	-4.549652804E-2
8.400000000E0	2.867251725E-2	-3.626938155E-2	1.165302264E-1	-1.138650778E-1	-2.477978441E-2
8.433333333E0	2.901678180E-2	-4.173430046E-2	9.936050343E-2	-5.117719786E-2	8.516691882E-2
8.466666667E0	3.435031184E-2	-3.968119474E-2	2.317855562E-1	7.720156966E-2	-2.185508218E-1
8.500000000E0	1.444672702E-2	-3.658752915E-2	2.431792674E-1	2.427436067E-2	-2.419646906E-1
8.533333333E0	1.821933247E-2	-3.806290403E-2	3.300193598E-2	3.300190765E-2	-4.323883380E-5
8.566666667E0	1.444384443E-2	-3.438740197E-2	9.122316390E-2	8.631349071E-2	-2.952366770E-2
8.600000000E0	1.625108795E-2	-3.230867132E-2	2.189943460E-1	3.118095980E-2	2.167631688E-1
8.633333333E0	2.889472234E-2	-3.230867132E-2	2.161247635E-1	1.916698488E-1	9.986281814E-2
8.666666667E0	2.290860916E-2	-1.953068140E-2	1.312149494E-1	1.312099552E-1	1.144814770E-3
8.700000000E0	2.897104333E-2	-2.356134097E-2	1.763485507E-1	-1.366398760E-1	1.114825350E-1
8.733333333E0	3.034077816E-2	-2.864000646E-2	3.919455771E-1	-3.657376143E-1	1.409160493E-1
8.766666667E0	3.836544662E-2	-4.794384859E-2	2.704689569E-1	-2.687849000E-1	3.013526403E-2
8.800000000E0	3.234979577E-2	-4.655899980E-2	3.305783381E-1	2.906229057E-1	-1.575448009E-1
8.833333333E0	2.786245989E-2	-2.856898820E-2	2.902126429E-1	2.812081304E-1	-7.173120331E-2
8.866666667E0	2.756771554E-2	-2.781179111E-2	1.530599123E-2	1.427042917E-2	-5.534276715E-3
8.900000000E0	2.749350811E-2	-2.761762626E-2	3.802756089E-2	-3.637494488E-3	3.785319037E-2
