	质量 A					
t	x	y	vx	vy	v	
0.000	-2.986E-2	-6.928E-2			
0.017	4.387E-2	-5.170E-2	-0.167	-6.905E-2	0.181
0.033	-3.543E-2	-7.158E-2	-2.239	-0.657	2.333
0.050	-3.076E-2	-7.360E-2	-5.226E-3	-6.060E-2	6.083E-2
0.067	-3.561E-2	-7.360E-2	-0.146	5.981E-4	0.146
0.083	-3.562E-2	-7.358E-2	0.212	0.187	0.283
0.100	-2.855E-2	-6.737E-2	0.212	0.187	0.283
0.117	-2.856E-2	-6.734E-2	-1.956E-2	0.107	0.109
0.133	-2.920E-2	-6.381E-2	-2.050E-2	0.106	0.108
0.150	-2.924E-2	-6.383E-2	-0.191	-6.710E-2	0.202
0.167	-3.556E-2	-6.604E-2	-0.188	-6.610E-2	0.199
0.183	-3.551E-2	-6.603E-2	2.176E-3	2.885E-3	3.613E-3
0.200	-3.549E-2	-6.595E-2	2.925E-4	3.297E-3	3.310E-3
0.217	-3.550E-2	-6.592E-2	0.148	0.129	0.196
0.233	-3.056E-2	-6.166E-2	0.149	0.129	0.197
0.250	-3.055E-2	-6.160E-2	-5.499E-2	3.722E-2	6.641E-2
0.267	-3.240E-2	-6.042E-2	-5.481E-2	3.508E-2	6.507E-2
0.283	-3.237E-2	-6.043E-2	-2.440E-3	1.058E-2	1.086E-2
0.300	-3.248E-2	-6.006E-2	-3.999E-3	1.157E-2	1.224E-2
0.317	-3.251E-2	-6.005E-2	-0.117	-0.313	0.334
0.333	-3.639E-2	-7.050E-2	-0.117	-0.313	0.334
0.350	-3.641E-2	-7.048E-2	9.407E-2	0.304	0.318
0.367	-3.325E-2	-6.038E-2	0.154	0.372	0.402
0.383	-3.127E-2	-5.810E-2	0.114	2.226E-2	0.116
0.400	-2.945E-2	-5.964E-2	5.324E-2	-4.677E-2	7.086E-2
0.417	-2.950E-2	-5.965E-2	-0.195	-0.259	0.324
0.433	-3.593E-2	-6.828E-2	-0.192	-0.258	0.322
0.450	-3.591E-2	-6.826E-2	1.606E-2	0.176	0.176
0.467	-3.539E-2	-6.242E-2	1.592E-2	0.176	0.177
0.483	-3.537E-2	-6.240E-2	0.524	0.118	0.537
0.500	-1.794E-2	-5.848E-2	0.523	0.117	0.536
0.517	-1.794E-2	-5.850E-2	5.733E-2	0.144	0.155
0.533	-1.603E-2	-5.367E-2	5.635E-2	0.145	0.155
0.550	-1.606E-2	-5.367E-2	0.422	-3.444E-3	0.422
0.567	-1.972E-3	-5.378E-2	0.422	-3.545E-3	0.422
0.583	-2.004E-3	-5.379E-2	0.446	0.158	0.473
0.600	1.290E-2	-4.852E-2	0.447	0.157	0.473
0.617	1.289E-2	-4.855E-2	1.017	1.414E-2	1.017
0.633	4.679E-2	-4.805E-2	1.016	1.494E-2	1.016
0.650	4.674E-2	-4.806E-2	0.758	0.261	0.801
0.667	7.204E-2	-3.936E-2	0.759	0.262	0.802
0.683	7.202E-2	-3.933E-2	0.486	-0.157	0.510
0.700	8.822E-2	-4.458E-2	0.485	-0.157	0.510
0.717	8.820E-2	-4.455E-2	0.375	1.907E-2	0.375
0.733	0.101	-4.394E-2	0.375	1.905E-2	0.376
0.750	0.101	-4.392E-2	0.186	-0.205	0.277
0.767	0.107	-5.077E-2	0.187	-0.206	0.278
0.783	0.107	-5.078E-2	0.220	0.135	0.258
0.800	0.114	-4.628E-2	0.219	0.136	0.258
0.817	0.114	-4.624E-2	6.320E-2	-7.628E-2	9.906E-2
0.833	0.116	-4.883E-2	6.339E-2	-7.787E-2	0.100
0.850	0.116	-4.883E-2	6.887E-2	3.029E-2	7.524E-2
0.867	0.119	-4.782E-2	6.995E-2	3.065E-2	7.637E-2
0.883	0.119	-4.781E-2	-0.119	5.716E-3	0.119
0.900	0.115	-4.762E-2	-0.121	4.502E-3	0.121
0.917	0.115	-4.766E-2	-6.271E-2	0.180	0.190
0.933	0.113	-4.164E-2	-6.295E-2	0.180	0.190
0.950	0.113	-4.168E-2	-8.611E-3	-0.219	0.219
0.967	0.112	-4.893E-2	-7.910E-3	-0.218	0.218
0.983	0.112	-4.895E-2	-0.263	-1.766E-2	0.264
1.000	0.104	-4.952E-2	-0.262	-1.665E-2	0.263
1.017	0.104	-4.951E-2	-0.552	-0.197	0.586
1.033	8.514E-2	-5.608E-2	-0.552	-0.199	0.586
1.050	8.515E-2	-5.612E-2	-1.025	0.312	1.072
1.067	5.097E-2	-4.567E-2	-1.027	0.312	1.074
1.083	5.091E-2	-4.571E-2	-0.744	-0.117	0.753
1.100	2.616E-2	-4.958E-2	-0.743	-0.117	0.752
1.117	2.616E-2	-4.962E-2	-0.449	-0.233	0.505
1.133	1.121E-2	-5.735E-2	-0.450	-0.231	0.506
1.150	1.116E-2	-5.732E-2	-0.315	0.508	0.598
1.167	7.151E-4	-4.040E-2	-0.313	0.508	0.597
1.183	7.233E-4	-4.037E-2	-0.313	-0.105	0.330
1.200	-9.724E-3	-4.390E-2	-0.313	-0.104	0.330
1.217	-9.696E-3	-4.385E-2	-0.445	-0.227	0.500
1.233	-2.457E-2	-5.147E-2	-0.446	-0.228	0.501
1.250	-2.456E-2	-5.146E-2	-7.958E-2	0.119	0.144
1.267	-2.722E-2	-4.748E-2	-7.814E-2	0.118	0.142
1.283	-2.716E-2	-4.752E-2	0.502	-0.165	0.528
1.300	-1.049E-2	-5.298E-2	0.501	-0.165	0.527
1.317	-1.047E-2	-5.301E-2	-0.243	4.782E-2	0.247
1.333	-1.857E-2	-5.138E-2	-0.242	4.704E-2	0.247
