质量_A
t	x	y	v_{x}	v_{y}	v
8.600000000E0	6.712814343E-2	1.475745593E-2	7.386855295E-2	-1.908100894E-1	2.046095142E-1
8.633333333E0	6.418387472E-2	7.441671744E-3	2.339626763E-1	-2.362153196E-1	3.324698650E-1
8.666666667E0	8.272565519E-2	-9.902320423E-4	2.986931028E-1	-1.384916697E-1	3.292377746E-1
8.700000000E0	8.409674824E-2	-1.791106238E-3	1.012667872E-1	-1.067736421E-1	1.471583257E-1
8.733333333E0	8.947677434E-2	-8.108474848E-3	2.390938806E-1	-2.830485316E-1	3.705163357E-1
8.766666667E0	1.000363403E-1	-2.066100835E-2	2.760631751E-1	-2.484674816E-1	3.714121243E-1
8.800000000E0	1.078809860E-1	-2.467297362E-2	1.291493966E-2	-7.994800478E-3	1.518922319E-2
8.833333333E0	1.008973363E-1	-2.119399504E-2	-6.415896497E-2	-1.445309100E-2	6.576674407E-2
8.866666667E0	1.036037217E-1	-2.563651302E-2	-2.284014045E-2	-1.109809174E-1	1.133068225E-1
8.900000000E0	9.937466023E-2	-2.859272287E-2	-2.241163318E-1	-1.701503034E-2	2.247612988E-1
8.933333333E0	8.866263289E-2	-2.677084838E-2	-1.971575973E-1	-1.735313600E-1	2.626485315E-1
8.966666667E0	8.623082040E-2	-4.016148020E-2	-1.683930594E-1	-1.976069188E-1	2.596241838E-1
9.000000000E0	7.743642893E-2	-3.994464297E-2	-2.494965805E-1	1.678673814E-1	3.007124897E-1
9.033333333E0	6.959771504E-2	-2.897032144E-2	-2.047532431E-1	2.104631365E-1	2.936300774E-1
9.066666667E0	6.378621273E-2	-2.591376720E-2	-2.546303423E-1	-1.374881580E-1	2.893779618E-1
9.100000000E0	5.262235888E-2	-3.813619864E-2	-3.882546869E-1	-6.091909173E-2	3.930048824E-1
9.133333333E0	3.790256694E-2	-2.997503998E-2	-3.100156251E-1	2.094774249E-1	3.741530160E-1
9.166666667E0	3.195465054E-2	-2.417103698E-2	-1.645108237E-1	2.617673060E-1	3.091697489E-1
9.200000000E0	2.693517869E-2	-1.252388625E-2	-1.594853748E-1	2.309554217E-1	2.806706104E-1
9.233333333E0	2.132229222E-2	-8.774008868E-3	-1.329658583E-1	8.873483563E-2	1.598555302E-1
9.266666667E0	1.807078813E-2	-6.608230540E-3	-9.055705104E-2	1.096496624E-1	1.422098026E-1
9.300000000E0	1.528515549E-2	-1.464031374E-3	-2.643754799E-2	1.080470806E-1	1.112345071E-1
9.333333333E0	1.630828494E-2	5.949081650E-4	4.870299540E-2	8.702152140E-2	9.972325179E-2
9.366666667E0	1.853202185E-2	4.337403386E-3	-2.628067871E-2	-1.021385343E-1	1.054654174E-1
9.400000000E0	1.455623969E-2	-6.214327457E-3	-6.161441467E-2	-1.231462081E-1	1.377001258E-1
9.433333333E0	1.442439420E-2	-3.872343818E-3	3.429573638E-1	-1.909922983E-2	3.434887684E-1
9.466666667E0	3.742006394E-2	-7.487609446E-3	3.738110177E-1	1.236531413E-1	3.937318584E-1
9.500000000E0	3.934512872E-2	4.371198938E-3	3.187888599E-2	1.835470218E-2	3.678530228E-2
9.533333333E0	3.954532301E-2	-6.263962634E-3	2.126210838E-1	-1.183891454E-1	2.433592304E-1
9.566666667E0	5.351986764E-2	-3.521410754E-3	3.173527157E-1	-8.582613523E-2	3.287535120E-1
9.600000000E0	6.070217073E-2	-1.198570498E-2	4.226605573E-1	-1.936984719E-1	4.649312258E-1
9.633333333E0	8.169723812E-2	-1.643464221E-2	3.698753490E-1	-1.222538602E-1	3.895558755E-1
9.666666667E0	8.536052732E-2	-2.013596233E-2	3.178054110E-1	-2.482973567E-2	3.187738933E-1
9.700000000E0	1.028842655E-1	-1.808995792E-2	3.121898312E-1	2.690833862E-2	3.133473303E-1
9.733333333E0	1.061731827E-1	-1.834207309E-2	9.688591609E-2	-1.033597327E-2	9.743568689E-2
9.766666667E0	1.093433266E-1	-1.877902281E-2	1.566297447E-1	2.250147804E-2	1.582377750E-1
9.800000000E0	1.166151657E-1	-1.684197455E-2	7.294035084E-2	3.392313510E-2	8.044298525E-2
9.833333333E0	1.142060167E-1	-1.651748047E-2	-1.677499955E-1	-1.128530367E-2	1.681291738E-1
9.866666667E0	1.054318327E-1	-1.759432813E-2	-1.913972645E-1	9.509260032E-2	2.137183087E-1
9.900000000E0	1.014461990E-1	-1.017797378E-2			
9.933333333E0		-1.621651786E-2		1.635740223E-1	
9.966666667E0	7.684562211E-2	7.269610396E-4			
1.000000000E1	6.483967461E-2	3.566173319E-3	-3.086972285E-1	1.025720445E-1	3.252921813E-1
1.003333333E1	5.626580687E-2	7.565097340E-3	-3.031492735E-1	7.595866311E-2	3.125207201E-1
1.006666667E1	4.462972304E-2	8.630084193E-3	-2.591598174E-1	4.966148366E-2	2.638751104E-1
1.010000000E1	3.898848572E-2	1.087586292E-2	-1.833241492E-1	2.629303904E-2	1.852000744E-1
1.013333333E1	3.240811310E-2	1.038295346E-2	-1.735587432E-1	-2.533659112E-1	3.071106027E-1
1.016666667E1	2.741790284E-2	-6.015197829E-3	-1.619001946E-1	-2.848915917E-1	3.276810828E-1
1.020000000E1	2.161476679E-2	-8.609819318E-3	-3.504909126E-1	5.846889532E-2	3.553343377E-1
1.023333333E1	4.051841997E-3	-2.117271474E-3	-2.420753702E-1	9.443564338E-2	2.598433675E-1
1.026666667E1	5.476408776E-3	-2.314109760E-3	4.429317022E-2	-5.150264664E-2	6.792943058E-2
1.030000000E1	7.004720012E-3	-5.550781250E-3	7.546346885E-2	-1.166019996E-1	1.388911856E-1
1.033333333E1	1.050730670E-2	-1.008757640E-2	1.333556632E-1	-1.385397208E-1	1.922940123E-1
1.036666667E1	1.589509756E-2	-1.478676263E-2	1.838235599E-1	-1.406330376E-1	2.314492437E-1
1.040000000E1	2.276221069E-2	-1.946311224E-2	2.104157118E-1	-1.394673487E-1	2.524399198E-1
1.043333333E1	2.992281168E-2	-2.408458588E-2	2.384362958E-1	-1.387129443E-1	2.758498651E-1
1.046666667E1	3.865796374E-2	-2.871064186E-2	2.482213067E-1	-1.257563885E-1	2.782597462E-1
1.050000000E1	4.647089880E-2	-3.246834512E-2	2.480990093E-1	-9.377357091E-2	2.652293366E-1
1.053333333E1	5.519789769E-2	-3.496221326E-2	2.550001901E-1	-7.183792253E-2	2.649259973E-1
1.056666667E1	6.347091147E-2	-3.725753995E-2	2.425291360E-1	-4.487547526E-2	2.466458799E-1
1.060000000E1	7.136650676E-2	-3.795391161E-2	4.126963784E-1	-5.367459049E-2	4.161721548E-1
1.063333333E1	9.098400336E-2	-4.083584599E-2	3.813394211E-1	-1.719557742E-2	3.817269207E-1
1.066666667E1	9.678913483E-2	-3.910028344E-2	1.421525198E-1	6.984586242E-2	1.583849216E-1
1.070000000E1	1.004608380E-1	-3.617945516E-2	-1.134221707E-1	1.558871664E-1	1.927832914E-1
1.073333333E1	8.922765678E-2	-2.870780568E-2	-1.711171333E-1	1.804979548E-1	2.487178823E-1
1.076666667E1	8.905302913E-2	-2.414625817E-2	-2.832791648E-2	1.540314110E-1	1.566146430E-1
1.080000000E1	8.733912902E-2	-1.843904495E-2	-7.426005500E-2	1.805769517E-1	1.952500736E-1
1.083333333E1	8.410235880E-2	-1.210779472E-2	-1.334991338E-1	2.012492512E-1	2.415021321E-1
1.086666667E1	7.843918677E-2	-5.022428202E-3	-1.873492685E-1	2.198899090E-1	2.888794220E-1
1.090000000E1	7.161240756E-2	2.551532543E-3	-2.232202138E-1	2.218352059E-1	3.147032291E-1
1.093333333E1	6.355783918E-2	9.766585522E-3	-2.579899502E-1	2.041904622E-1	3.290175668E-1
1.096666667E1	5.441307755E-2	1.616423002E-2	-2.524649296E-1	1.728107335E-1	3.059445870E-1
1.100000000E1	4.672684387E-2	2.128730109E-2	-1.668147081E-1	4.399762069E-2	1.725193829E-1
1.103333333E1	4.329209701E-2	1.909740474E-2	-1.771699637E-1	6.771326366E-2	1.896688749E-1
1.106666667E1	3.491551296E-2	2.580151866E-2	-1.836112879E-1	8.760140501E-2	2.034382245E-1
1.110000000E1	3.105134448E-2	2.493749840E-2	2.711447158E-2	2.717281624E-3	2.725028786E-2
1.113333333E1	3.672314440E-2	2.598267077E-2	6.352372757E-2	-5.633447852E-2	8.490487286E-2
1.116666667E1	3.528625966E-2	2.118186650E-2	-2.904245694E-2	-1.684413318E-1	1.709267286E-1
1.120000000E1	3.478698060E-2	1.475324865E-2	-5.601388898E-2	-3.402499337E-1	3.448297742E-1
1.123333333E1	3.155200039E-2	-1.501462413E-3	-3.843993172E-2	-3.267320256E-1	3.289854782E-1
1.126666667E1	3.222431849E-2	-7.028886387E-3	8.690185327E-2	-9.180644947E-2	1.264134339E-1
1.130000000E1	3.734545727E-2	-7.621892378E-3	1.272790231E-1	-2.290700524E-1	2.620554114E-1
1.133333333E1	4.070958669E-2	-2.230022321E-2	1.163054846E-1	-3.383584403E-1	3.577896028E-1
1.136666667E1	4.509915625E-2	-3.017912173E-2	1.484362287E-1	-2.226355453E-1	2.675815763E-1
1.140000000E1	5.060533527E-2	-3.714259290E-2	1.671804544E-1	-2.012548493E-1	2.616348958E-1
1.143333333E1	5.624451988E-2	-4.359611169E-2	1.592852639E-1	-1.672570347E-1	2.309690692E-1
1.146666667E1	6.122435286E-2	-4.829306188E-2	1.421413815E-1	-1.201894263E-1	1.861442197E-1
1.150000000E1	6.572061197E-2	-5.160874010E-2	1.263198052E-1	-8.743993658E-2	1.536308423E-1
1.153333333E1	6.964567321E-2	-5.412239098E-2	1.024679355E-1	-4.793371124E-2	1.131252336E-1
1.156666667E1	7.255180767E-2	-5.480432085E-2	6.421873959E-2	4.517848022E-3	6.437746085E-2
1.160000000E1	7.392692252E-2	-5.382120112E-2	2.347861965E-2	5.197323134E-2	5.703036346E-2
1.163333333E1	7.411704898E-2	-5.133943876E-2	-1.223652572E-2	9.977143141E-2	1.005190086E-1
1.166666667E1	7.311115414E-2	-4.716977236E-2	-4.976626079E-2	1.424012651E-1	1.508469457E-1
1.170000000E1	7.079929827E-2	-4.184602109E-2	-7.541990019E-2	1.838793550E-1	1.987455120E-1
1.173333333E1	6.808316079E-2	-3.491114869E-2	-9.263343286E-2	2.160941835E-1	2.351119925E-1
1.176666667E1	6.462373607E-2	-2.743974219E-2	-1.129486988E-1	2.411829654E-1	2.663205425E-1
1.180000000E1	6.055324754E-2	-1.883228433E-2	-1.359688521E-1	2.731970654E-1	3.051625227E-1
1.183333333E1	5.555914594E-2	-9.226604495E-3	-1.411391149E-1	2.883074098E-1	3.210006422E-1
1.186666667E1	5.114397321E-2	3.882096624E-4	-1.329831160E-1	2.892697613E-1	3.183732149E-1
1.190000000E1	4.669360487E-2	1.005804626E-2	-1.212024165E-1	2.707799256E-1	2.966678174E-1
1.193333333E1	4.306381212E-2	1.844020470E-2	-8.012146778E-2	2.313530227E-1	2.448339656E-1
1.196666667E1	4.135217368E-2	2.548158111E-2	-4.156830766E-2	1.760532490E-1	1.808940870E-1
1.200000000E1	4.029259161E-2	3.017708797E-2	-1.578123234E-2	1.073776792E-1	1.085311627E-1
1.203333333E1	4.030009153E-2	3.264009305E-2	1.532895940E-2	3.349358811E-2	3.683473145E-2
1.206666667E1	4.131452223E-2	3.240999385E-2	5.443561758E-2	-4.200202639E-2	6.875613923E-2
1.210000000E1	4.392913270E-2	2.983995796E-2	8.493370814E-2	-1.230097634E-1	1.494828976E-1
1.213333333E1	4.697676944E-2	2.420934296E-2	1.116970649E-1	-1.885496296E-1	2.191510829E-1
1.216666667E1	5.137560369E-2	1.726998265E-2	1.944175771E-1	-2.308314436E-1	3.017968682E-1
1.220000000E1	5.993794125E-2	8.820580049E-3	3.611403182E-1	-2.723456687E-1	4.523212273E-1
1.223333333E1	7.545162490E-2	-8.863952635E-4	2.938572720E-1	-2.863002314E-1	4.102681060E-1
1.226666667E1	7.952842605E-2	-1.026610204E-2	-5.811362795E-2	-2.646546062E-1	2.709598759E-1
1.230000000E1	7.157738304E-2	-1.853003568E-2	-1.070621179E-1	-3.560326782E-1	3.717816093E-1
1.233333333E1	7.239095152E-2	-3.400161392E-2	1.087103030E-1	-3.336585150E-1	3.509215505E-1
1.236666667E1	7.882473657E-2	-4.077393668E-2	3.009617535E-1	-1.933599662E-1	3.577234317E-1
1.240000000E1	9.245506842E-2	-4.689227833E-2	2.126509907E-1	-1.663118561E-1	2.699631036E-1
1.243333333E1	9.300146929E-2	-5.186139375E-2	-1.001014228E-2	-1.279688424E-1	1.283597584E-1
1.246666667E1	9.178772560E-2	-5.542353449E-2	-6.079564730E-2	-8.605192509E-2	1.053614946E-1
1.250000000E1	8.894842614E-2	-5.759818875E-2	-2.989621297E-1	-6.437391873E-2	3.058142515E-1
1.253333333E1	7.185691696E-2	-5.971512907E-2	-1.467998340E-1	5.698173569E-3	1.469103824E-1
1.256666667E1	7.916177053E-2	-5.721831051E-2	-1.721176713E-1	1.873404060E-1	2.544030670E-1
1.260000000E1	6.038240554E-2	-4.722576867E-2	-3.706031614E-1	2.068202439E-1	4.244070175E-1
1.263333333E1	5.445489311E-2	-4.343029426E-2	-1.797789812E-1	1.301139779E-1	2.219237016E-1
1.266666667E1	4.839714012E-2	-3.855150348E-2	-1.858132664E-1	1.587162852E-1	2.443714983E-1
1.270000000E1	4.206734201E-2	-3.284920858E-2	-7.592992124E-2	1.059958643E-1	1.303858742E-1
1.273333333E1	4.333514538E-2	-3.148511253E-2	-9.749467253E-2	9.053483003E-2	1.330479862E-1
1.276666667E1	3.556769717E-2	-2.681355324E-2	-1.893806675E-1	1.817953132E-1	2.625158531E-1
1.280000000E1	3.070976754E-2	-1.936542498E-2	-1.215228137E-1	2.231394188E-1	2.540846207E-1
1.283333333E1	2.746617626E-2	-1.193759199E-2	-7.843798597E-2	2.069199288E-1	2.212879901E-1
1.286666667E1	2.548056848E-2	-5.570763058E-3	-3.629619011E-2	1.832984692E-1	1.868575453E-1
1.290000000E1	2.504643025E-2	2.823059526E-4	-1.779437550E-4	1.650369354E-1	1.650370313E-1
1.293333333E1	2.546870556E-2	5.431699299E-3	5.396600725E-2	1.270780730E-1	1.380621838E-1
1.296666667E1	2.864416407E-2	8.754177489E-3	1.166972587E-1	7.941227619E-2	1.411543829E-1
1.300000000E1	3.324852281E-2	1.072585105E-2	1.579114863E-1	3.743924502E-2	1.622890464E-1
1.303333333E1	3.917159649E-2	1.125012716E-2	1.332300243E-1	2.817782823E-2	1.361771985E-1
1.306666667E1	4.213052443E-2	1.260437293E-2	2.246954875E-1	-5.084090026E-2	2.303754745E-1
1.310000000E1	5.415129566E-2	7.860733806E-3	2.340704975E-1	-9.416614755E-2	2.523019245E-1
1.313333333E1	5.773522426E-2	6.326629757E-3	1.758767345E-1	-1.335798646E-1	2.208533585E-1
1.316666667E1	6.587641129E-2	-1.044590498E-3	3.058786482E-1	-1.108233604E-1	3.253360795E-1
1.320000000E1	7.812713414E-2	-1.061594273E-3	3.015106263E-1	-7.393832072E-2	3.104440901E-1
1.323333333E1	8.597711971E-2	-5.973811880E-3	2.001172216E-1	-1.494273300E-1	2.497507344E-1
1.326666667E1	9.146828225E-2	-1.102341627E-2	1.246119216E-1	-1.474588088E-1	1.930601754E-1
1.330000000E1	9.428458116E-2	-1.580439913E-2	5.125105704E-2	-1.242169845E-1	1.343745887E-1
1.333333333E1	9.488501939E-2	-1.930454857E-2	1.000614331E-2	-2.168449218E-1	2.170756619E-1
1.336666667E1	9.495165738E-2	-3.026072725E-2	1.351910924E-1	-1.446274180E-1	1.979740425E-1
1.340000000E1	1.038977589E-1	-2.894637644E-2	-1.133072973E-1	-7.362615854E-2	1.351271803E-1
1.343333333E1	8.739783755E-2	-3.516913782E-2	-3.552789895E-1	-1.030986473E-1	3.699357937E-1
1.346666667E1	8.021249291E-2	-3.581961959E-2	-5.701813156E-2	3.286203611E-2	6.581018724E-2
1.350000000E1	8.359662878E-2	-3.297833541E-2	-4.887821102E-2	4.305802714E-2	6.513887636E-2
1.353333333E1	7.695394551E-2	-3.294908445E-2			
1.356666667E1		-3.249628338E-2		1.503746596E-1	
1.360000000E1	4.482142857E-2	-2.292410714E-2			
1.363333333E1	4.960291922E-2	-1.965122768E-2	-4.637544890E-2	9.187616760E-2	1.029170172E-1
1.366666667E1	4.172973198E-2	-1.679902930E-2			
1.370000000E1					
1.373333333E1	1.767857143E-2	-2.209821429E-3			
1.376666667E1	1.501506740E-2	-9.871441218E-3	-1.199506843E-2	-4.080547563E-4	1.200200713E-2
1.380000000E1	1.687890020E-2	-2.237025079E-3	7.527304560E-2	6.822604004E-2	1.015914560E-1
1.383333333E1	2.003327044E-2	-5.323038548E-3	5.933934903E-3	-9.131445803E-5	5.934637458E-3
1.386666667E1	1.727449586E-2	-2.243112710E-3			
1.390000000E1		-8.425041680E-3		4.948239514E-2	
1.393333333E1	3.436017428E-2	1.055713633E-3			
1.396666667E1	3.895542879E-2	9.605930970E-4	4.036897883E-2	-3.163965304E-1	3.189614693E-1
1.400000000E1	3.705143953E-2	-2.003738839E-2	2.524179053E-1	-1.113697670E-1	2.758949509E-1
1.403333333E1	5.578328914E-2	-6.464058033E-3	4.215745590E-1	1.715274306E-1	4.551337916E-1
1.406666667E1	6.515641013E-2	-8.602226352E-3	2.371138535E-1	-9.567272988E-3	2.373067892E-1
1.410000000E1	7.159087937E-2	-7.101876233E-3	3.092372752E-1	-7.505468464E-2	3.182151757E-1
1.413333333E1	8.577222848E-2	-1.360587199E-2	3.598904449E-1	-1.440072613E-1	3.876328464E-1
1.416666667E1	9.558357570E-2	-1.670236032E-2	2.421008562E-1	-9.356867656E-2	2.595533121E-1
1.420000000E1	1.019122856E-1	-1.984378377E-2	1.114194709E-1	-5.148194859E-2	1.227382969E-1
1.423333333E1	1.030115404E-1	-2.013449022E-2	1.897476095E-1	4.588226288E-2	1.952161299E-1
1.426666667E1	1.145621262E-1	-1.678496624E-2	2.522397657E-2	4.080605948E-2	4.797273688E-2
1.430000000E1	1.046931389E-1	-1.741408626E-2	-2.112870170E-2	7.092705618E-2	7.400722488E-2
1.433333333E1	1.131535461E-1	-1.205649583E-2	-3.587739605E-3	7.129356401E-2	7.138378068E-2
1.436666667E1	1.044539562E-1	-1.266118199E-2	-2.063219386E-1	7.243967715E-2	2.186692689E-1
1.440000000E1	9.939875018E-2	-7.227184018E-3	-2.107240567E-1	1.714287884E-1	2.716476717E-1
1.443333333E1	9.040568578E-2	-1.232596098E-3	-3.311080573E-1	2.298071947E-1	4.030432884E-1
1.446666667E1	7.732487969E-2	8.093295626E-3	-3.922526269E-1	1.697139740E-1	4.273932104E-1
1.450000000E1	6.425551065E-2	1.008166884E-2	-3.451605445E-1	7.899710105E-2	3.540852206E-1
1.453333333E1	5.431417673E-2	1.335976903E-2	-2.683179090E-1	8.299092928E-2	2.808593858E-1
1.456666667E1	4.636765005E-2	1.561439746E-2	-1.690544092E-1	6.748514924E-2	1.820264778E-1
1.460000000E1	4.304388278E-2	1.785877898E-2	-1.529412957E-1	1.521238957E-2	1.536959880E-1
1.463333333E1	3.617156367E-2	1.662855676E-2	-1.294565701E-1	-5.364182535E-2	1.401301144E-1
1.466666667E1	3.441344478E-2	1.428265729E-2	-6.843490200E-2	-1.950345623E-1	2.066925647E-1
1.470000000E1	3.160923687E-2	3.626252609E-3	-2.237789214E-1	-2.720966772E-1	3.522976120E-1
1.473333333E1	1.949485001E-2	-3.857121189E-3	-1.388848780E-1	-2.547450663E-1	2.901448917E-1
1.476666667E1	2.235024500E-2	-1.335675181E-2	2.165198517E-1	-6.549064970E-2	2.262075847E-1
1.480000000E1	3.392950679E-2	-8.223164502E-3	2.254800657E-1	-2.789326391E-2	2.271987988E-1
1.483333333E1	3.738224938E-2	-1.521630274E-2	5.526968108E-2	-8.004032774E-2	9.726865740E-2
1.486666667E1	3.761415220E-2	-1.355918635E-2	1.548641851E-1	-1.465436387E-1	2.132087097E-1
1.490000000E1	4.770652839E-2	-2.498587866E-2	1.005426794E-2	-2.463943899E-1	2.465994398E-1
1.493333333E1	3.828443672E-2	-2.998547901E-2	9.898503561E-2	-4.037149309E-2	1.069013317E-1
1.496666667E1	5.430553077E-2	-2.767731153E-2	4.092101322E-1	-4.316248906E-2	4.114801730E-1
1.500000000E1	6.556511220E-2	-3.286297828E-2	2.871832322E-1	-1.779481871E-1	3.378457728E-1
1.503333333E1	7.345107958E-2	-3.954052400E-2	1.589433956E-1	-1.311400644E-1	2.060599900E-1
1.506666667E1	7.616133857E-2	-4.160564924E-2	1.255279877E-1	-2.272655673E-2	1.275686956E-1
1.510000000E1	8.181961210E-2	-4.105562779E-2	1.088169428E-1	-1.686786385E-1	2.007326832E-1
1.513333333E1	8.341580143E-2	-5.285089181E-2	7.898160962E-2	-1.476289694E-1	1.674288125E-1
1.516666667E1	8.708505274E-2	-5.089755908E-2	8.450532964E-2	7.741633922E-2	1.146055859E-1
1.520000000E1	8.904949007E-2	-4.768980253E-2	1.192044666E-1	3.150191709E-1	3.368186202E-1
1.523333333E1	9.503201718E-2	-2.989628102E-2	5.322192393E-2	2.060080874E-1	2.127719560E-1
1.526666667E1	9.259761833E-2	-3.395593003E-2	-4.800202123E-2	-6.651348852E-4	4.800662919E-2
1.530000000E1	9.183188243E-2	-2.994062335E-2	-1.331380495E-1	2.649576315E-1	2.965270421E-1
1.533333333E1	8.372174836E-2	-1.629208793E-2	-2.548143380E-1	4.219338743E-1	4.929082482E-1
1.536666667E1	7.484425990E-2	-1.811698395E-3	-2.002628080E-1	3.375443980E-1	3.924810988E-1
1.540000000E1	7.037089449E-2	6.210871930E-3	-8.302234434E-2	1.709854148E-1	1.900755685E-1
1.543333333E1	6.930943694E-2	9.587329258E-3	-1.167649086E-1	1.772533325E-1	2.122564199E-1
1.546666667E1	6.258656725E-2	1.802776077E-2	-2.448450685E-1	2.557756315E-1	3.540766601E-1
1.550000000E1	5.298643238E-2	2.663903802E-2	-2.450897246E-1	1.915852665E-1	3.110850164E-1
1.553333333E1	4.624725228E-2	3.080011187E-2	-1.810735204E-1	8.493229213E-2	2.000027850E-1
1.556666667E1	4.091486435E-2	3.230119083E-2	-2.848704367E-2	-3.959043765E-2	4.877411619E-2
1.560000000E1	4.434811603E-2	2.816074936E-2	-3.007453531E-2	-6.108105452E-2	6.808357287E-2
1.563333333E1	3.890989533E-2	2.822912053E-2	1.661488742E-2	-2.905293953E-1	2.910040962E-1
1.566666667E1	4.545577520E-2	8.792123007E-3	2.180643633E-1	-2.037267362E-1	2.984236076E-1
1.570000000E1	5.344751955E-2	1.464733812E-2	-1.988388218E-2	-1.408912063E-1	1.422873880E-1
1.573333333E1	4.413018305E-2	-6.006240797E-4	6.669949307E-2	-2.091104427E-1	2.194903179E-1
1.576666667E1	5.789415242E-2	7.066419358E-4	1.466628125E-1	-2.755549643E-1	3.121546394E-1
1.580000000E1	5.390770388E-2	-1.897095503E-2	-1.000441585E-1	-3.647449628E-1	3.782165009E-1
1.583333333E1	5.122454186E-2	-2.360968892E-2	2.260379790E-1	-1.626005840E-1	2.784458976E-1
1.586666667E1	6.897690248E-2	-2.981099397E-2	2.586231303E-1	-2.855152511E-1	3.852335423E-1
1.590000000E1	6.846608387E-2	-4.264403899E-2	5.935379609E-2	-2.847180618E-1	2.908388692E-1
1.593333333E1	7.293382222E-2	-4.879219809E-2	1.212301415E-1	-1.511966183E-1	1.937967094E-1
1.596666667E1	7.654809331E-2	-5.272381354E-2	8.899896334E-2	-1.164556299E-1	1.465698783E-1
1.600000000E1	7.886708645E-2	-5.655590675E-2	5.257109025E-2	-7.484044086E-2	9.145934134E-2
1.603333333E1	8.005283266E-2	-5.771317626E-2	4.987729580E-2	1.921151812E-2	5.344929433E-2
1.606666667E1	8.219223950E-2	-5.527513887E-2	8.914317585E-2	1.219968941E-1	1.510951619E-1
1.610000000E1	8.599571105E-2	-4.958004999E-2	1.422224401E-2	1.292564561E-1	1.300365474E-1
1.613333333E1	8.314038910E-2	-4.665804180E-2	-9.613070950E-2	1.078663983E-1	1.444862388E-1
1.616666667E1	7.958699708E-2	-4.238895677E-2	-1.152980938E-1	1.420634452E-1	1.829635835E-1
1.620000000E1	7.545384951E-2	-3.718714546E-2	-1.365009111E-1	1.642548080E-1	2.135699901E-1
1.623333333E1	7.048693634E-2	-3.143863623E-2	-1.637467122E-1	5.373113357E-2	1.723369388E-1
1.626666667E1	6.453740204E-2	-3.360506988E-2	-1.745218575E-1	7.621871450E-2	1.904394161E-1
1.630000000E1	5.885214584E-2	-2.635738860E-2	-2.658127025E-1	2.640556206E-1	3.746755444E-1
1.633333333E1	4.681655521E-2	-1.600136184E-2	-1.790979069E-1	3.378489182E-1	3.823845601E-1
1.636666667E1	4.691228538E-2	-3.834127385E-3	-8.639976087E-2	4.118840252E-1	4.208483918E-1
1.640000000E1	4.105657115E-2	1.145757317E-2	-1.588164660E-1	3.366643920E-1	3.722439828E-1
1.643333333E1	3.632452098E-2	1.861016541E-2	-8.343391916E-3	1.351966748E-1	1.354538780E-1
1.646666667E1	4.050034502E-2	2.047068482E-2	5.652736577E-2	1.316384525E-1	1.432620859E-1
1.650000000E1	4.009301203E-2	2.738606225E-2	1.116812070E-1		
1.653333333E1	4.794575882E-2		-5.083141542E-2		
1.656666667E1	3.670425101E-2	2.467080496E-2	-1.016795818E-1		
1.660000000E1	4.116712003E-2	2.239696456E-2	1.595004954E-1	-9.920242701E-2	1.878337817E-1
1.663333333E1	4.733761736E-2	1.805730983E-2	1.983781862E-1	-1.505678501E-1	2.490473494E-1
1.666666667E1	5.439233245E-2	1.235910789E-2	2.069798298E-1	-1.806276249E-1	2.747125567E-1
1.670000000E1	6.113627268E-2	6.015468171E-3	1.885950127E-1	-2.034754803E-1	2.774353076E-1
1.673333333E1	6.696533329E-2	-1.205924133E-3	1.808488871E-1	-2.188825830E-1	2.839294016E-1
1.676666667E1	7.319286515E-2	-8.576704028E-3	4.292079766E-1	-9.833132789E-2	4.403277611E-1
1.680000000E1	9.557919840E-2	-7.761345992E-3	3.221647956E-1	-7.293252879E-2	3.303169831E-1
1.683333333E1	9.467051820E-2	-1.343887261E-2	1.646893982E-3	-1.599043824E-1	1.599128631E-1
1.686666667E1	9.568899133E-2	-1.842163815E-2	1.196467521E-2	-1.377980821E-1	1.383165387E-1
1.690000000E1	9.546816321E-2	-2.262541142E-2	-2.354311938E-2	-1.123166668E-1	1.147576233E-1
1.693333333E1	9.411945004E-2	-2.590941594E-2	-5.545610853E-2	-8.400310450E-2	1.006573472E-1
1.696666667E1	9.177108931E-2	-2.822561839E-2	-8.537230423E-2	-5.791465726E-2	1.031626767E-1
1.700000000E1	8.842796309E-2	-2.977039309E-2	-7.786885906E-2	-3.748556674E-2	8.642179659E-2
1.703333333E1	8.657983204E-2	-3.072465617E-2	-1.311046993E-1	-1.139002717E-1	1.736712817E-1
1.706666667E1	7.968764980E-2	-3.736374453E-2	-2.274892931E-1	-9.798096286E-2	2.476926474E-1
1.710000000E1	7.141387916E-2	-3.725672036E-2	-5.035783501E-1	1.358035682E-1	5.215685610E-1
1.713333333E1	4.611575980E-2	-2.831017332E-2	-4.916725771E-1	1.929657852E-1	5.281834126E-1
1.716666667E1	3.863570735E-2	-2.439233468E-2	-2.170671382E-1	1.261349035E-1	2.510540905E-1
1.720000000E1	3.164461725E-2	-1.990117976E-2	-2.009696504E-1	1.360789520E-1	2.427061630E-1
1.723333333E1	2.523773066E-2	-1.532040455E-2	-1.811051636E-1	1.382059908E-1	2.278156627E-1
1.726666667E1	1.957093968E-2	-1.068744704E-2	-1.462077613E-1	1.235457814E-1	1.914164820E-1
1.730000000E1	1.549054657E-2	-7.084019120E-3	-1.033874773E-1	1.227583299E-1	1.604947913E-1
