	质量 A		
t	x	y	
15.994	-4.273E-2	2.836E-2
16.028	-4.120E-2	1.140E-2
16.062	-3.897E-2	-1.412E-2
16.096	-2.801E-2	-3.878E-2
16.130	-3.167E-2	-3.964E-2
16.164	-2.754E-2	-6.833E-2
16.198	-2.381E-2	-7.307E-2
16.231	-1.768E-2	-8.464E-2
16.265	-8.987E-3	-9.041E-2
16.299	8.020E-4	-8.787E-2
16.333	1.480E-3	-8.046E-2
16.367	3.692E-3	-7.065E-2
16.401	4.158E-3	-6.439E-2
16.435	5.789E-3	-5.443E-2
16.469	9.923E-3	-3.132E-2
16.503	1.190E-2	-1.435E-2
16.537	1.852E-2	5.064E-3
16.571	1.802E-2	2.137E-2
16.605	2.610E-2	4.064E-2
16.639	3.999E-2	5.828E-2
16.673	4.063E-2	7.123E-2
16.707	4.506E-2	8.065E-2
16.741	4.319E-2	8.315E-2
16.775	4.919E-2	9.602E-2
16.809	4.933E-2	9.997E-2
16.843	3.818E-2	9.724E-2
16.877	3.376E-2	0.100
16.911	2.806E-2	0.101
16.945	2.119E-2	9.917E-2
16.979	1.779E-2	8.807E-2
17.012	6.261E-3	8.055E-2
17.046	-6.407E-4	8.300E-2
17.080	-6.452E-3	7.120E-2
17.114	-1.293E-2	5.695E-2
17.148	-2.082E-2	4.079E-2
17.182	-2.841E-2	2.351E-2
17.216	-3.901E-2	5.298E-3
17.250	-6.088E-2	-2.629E-2
17.284	-6.692E-2	-4.038E-2
17.318	-7.635E-2	-4.528E-2
17.352	-7.629E-2	-5.294E-2
17.386	-7.478E-2	-5.651E-2
17.420	-7.118E-2	-5.734E-2
17.454	-6.525E-2	-5.495E-2
17.488	-7.133E-2	-5.384E-2
17.522	-6.434E-2	-4.219E-2
17.556	-5.360E-2	-2.816E-2
17.590	-4.269E-2	-1.098E-2
17.624	-2.435E-2	1.663E-2
17.658	-1.515E-2	3.259E-2
17.692	-1.233E-2	5.021E-2
17.726	-1.113E-2	6.453E-2
17.760	-3.723E-4	6.425E-2
17.793	5.736E-4	8.019E-2
17.827	1.154E-2	8.544E-2
17.861	1.357E-2	9.316E-2
17.895	2.535E-2	0.104
17.929	3.309E-2	0.111
17.963	2.693E-2	0.111
17.997	2.669E-2	0.111
18.031	2.528E-2	0.105
18.065	2.347E-2	9.727E-2
18.099	2.432E-2	9.201E-2
18.133	2.131E-2	8.007E-2
18.167	1.695E-2	6.677E-2
18.201	1.653E-2	4.556E-2
18.235	1.303E-2	2.999E-2
18.269	1.138E-2	9.317E-3
18.303	8.396E-3	-9.314E-3
18.337	1.667E-3	-2.469E-2
18.371	6.077E-5	-4.096E-2
18.405	-8.319E-4	-4.494E-2
