mass_A
t	x	y	v_{x}	v_{y}
0.0	0.015169420349593454	0.03704651021314444		
0.008341666666666667	0.01246669284874169	0.03482331698562645	-0.2604200777744737	-0.515850257479172
0.016683333333333335	0.0108247453853893	0.028440408417533578	-0.33670999616295644	-0.26702276133713865
0.025025000000000002	0.006849247746089693	0.03036848725065186	-0.442430406025845	-0.5820399446397473
0.03336666666666667	0.00344353144485815	0.018730042007793796	-0.38833472890286574	-0.794164335749756
0.04170833333333333	3.7053001889353343E-4	0.01711917891589343	-0.321947739738315	-0.34746147231961005
0.050050000000000004	-0.001927630013109416	0.012933226444594964	-0.26190702108685415	-0.6019469565404314
0.05839166666666667	-0.003998952116238796	0.0070766971909438925	-0.2066636700471199	-0.6176015873495602
0.06673333333333334	-0.005375468908395548	0.0026295732956464757	-0.2769491030397125	-0.6207407546830854
0.075075	-0.008619386318618	-0.003279327733018908	-0.2440055838867791	-0.5757905942100434
0.08341666666666667	-0.009446295399573312	-0.006976533117757755	-0.023775799223869486	-0.4033103901807888
0.09175833333333334	-0.009016045902336234	-0.010007889409201748	-0.07714861058010004	-0.46439058594563193
0.10010000000000001	-0.010733391386084645	-0.01472411605995072	-0.527440610451491	-0.72136359596789
0.10844166666666667	-0.01781551342003526	-0.022042638735266046	-0.16262585760529719	-0.6439521939215372
0.11678333333333334	-0.013446532777133008	-0.025467385161875022	0.19131418916347787	-0.45446578237667096
0.12512500000000001	-0.014623755030824581	-0.02962464287125019	-0.15160248520711958	-0.46958262595127614
0.13346666666666668	-0.015975767572005112	-0.03330158863816213	-0.13683646837994753	-0.46788767650059865
0.14180833333333334	-0.01690664344496337	-0.03743056894086852	-0.10567591014674481	-0.4405830415156113
0.15015	-0.01773879400628664	-0.04065198238078091	0.2486199785326437	-0.5525407780198874
0.15849166666666667	-0.012758833469777103	-0.04664879092083363	0.22434838288224934	-0.5818436530874277
0.16683333333333333	-0.013995915151867794	-0.05035907399312281	-0.19936254171240794	-0.3571087704083493
0.17517500000000003	-0.016084865207345783	-0.05260655557381294	-0.18561591549043943	-0.3058331060745173
0.1835166666666667	-0.01709260734196663	-0.055461389646132675	-0.14974408712481294	-0.29126895485882315
0.19185833333333335	-0.01858309572754474	-0.05746589263737428	-0.22681125323056583	-0.30060344667412997
0.20020000000000002	-0.02087657508336324	-0.06047645714814606	-0.3420302317636657	0.24348827203528992
0.20854166666666668	-0.02428930009413524	-0.053403696632252196	-0.19759445930550767	0.31370275276463705
0.21688333333333334	-0.024173109312776775	-0.05524284955618938	0.02100571232438917	-0.16283527114404744
0.22522500000000004	-0.02393885479352334	-0.05612033173917205	0.026577438062720976	-0.2251360559951128
0.23356666666666667	-0.023729709054430392	-0.058998869423707856	-0.038622637009520525	-0.23946708963427846
0.24190833333333334	-0.02458320912096551	-0.06011544101790395	0.011934868894985382	0.01998306964751769
0.25025000000000003	-0.02353059565836571	-0.0586654852117551	0.0793267574648933	-0.0649851049341882
0.25859166666666666	-0.023259774383926207	-0.06119960918522266	0.015679363452733294	-0.20189790054079118
0.26693333333333336	-0.023269011611429274	-0.0620338151857773	0.010661128230652081	-0.09070657407686247
0.275275	-0.023081911227944812	-0.06271289719607162	-0.0014178682721687882	0.050662800349059844
0.2836166666666667	-0.023292666380436644	-0.06118859079995381	-0.015428009793565813	0.08933473449834324
0.2919583333333333	-0.023339301858000816	-0.06122249604219093	-0.01371491957454739	-0.009365795302209531
0.3003	-0.023521476955338655	-0.06134484348491234	0.5467817377721915	-0.47270481928290103
0.3086416666666667	-0.014217159866168061	-0.0691087881105607	0.629218025702208	-0.4322487865922838
0.31698333333333334	-0.013024022893206838	-0.06855619407456026	0.1576185349834931	0.12805005622834784
0.32532500000000003	-0.01158755730752678	-0.06697248633915112	-0.17881999014168865	0.326834340681911
0.33366666666666667	-0.016007336395403998	-0.0631035078241837	-0.199430573486508	0.37995706748972735
0.34200833333333336	-0.014914724041860006	-0.060633535929864146	0.15702532695565738	0.24257011871559298
0.35035000000000005	-0.013387630524027111	-0.05905662967694522	0.1487972623891839	0.21899193284784224
0.3586916666666667	-0.0124322897143338	-0.056980020516852664	0.12563289763930807	0.24110456520926013
0.3670333333333334	-0.011291655015077978	-0.055034201847370706	0.06852781486791043	0.2004150271369047
0.375375	-0.01128901733628751	-0.05363642981411865	0.10524985069203775	0.2224478685115698
