mass_A
t	x	y	v_{x}	v_{y}
0.0	0.008475618769380855	0.03399889723838015		
0.03333333333333333	-0.004738588561729318	0.002308755667970286	-0.0560039107906244	-0.4746844137867347
0.06666666666666667	0.004742024716672566	0.002353269652597828	0.2856898522787501	0.6127078275243159
0.1	0.014307401590187369	0.04315594416959137	0.16551584538821232	0.54330779936118
0.13333333333333333	0.015776414409220035	0.03857378961000983	-0.27884938559185013	-0.346669458041522
0.16666666666666669	-0.004282557449269309	0.020044646966823204	-0.43340099526469605	-0.5051565546913324
0.2	-0.01311698527509303	0.00489668596392101	-0.12176611608315635	-0.6102299834428802
0.23333333333333334	-0.012400298521479752	-0.020637351929368802	0.020978046689860332	-0.6981556528115829
0.26666666666666666	-0.011718448829102335	-0.04164702422351785	0.1625186324669395	-0.5201201009657093
0.30000000000000004	-0.0015657230236837683	-0.055312025327082764	0.15426484517992456	-0.2146763123673877
0.33333333333333337	-0.0014341258171073623	-0.05595877838134369	-0.0752085160956066	-0.15505703212961935
0.3666666666666667	-0.00657962409672419	-0.06564916080239072	-0.032742645657430826	-0.18786133596323792
0.4	-0.0036169688609360706	-0.06848286744555956	0.07065612106677813	4.7057176212397214E-4
0.43333333333333335	-0.0018692160256056634	-0.06561778935158247	0.2024648235028931	0.01250617661595192
0.4666666666666667	0.009880686039256847	-0.06764912233782944	0.24844353599699406	0.20049195628327285
0.5	0.014693686374193937	-0.05225165893269759	0.008468371429674451	0.36822534058587053
0.5333333333333333	0.01044524413456846	-0.04310076629877141	-0.06052087188723445	0.2842586732404286
0.5666666666666667	0.010658961581711646	-0.03330108071666904	0.036978311475199026	0.37663969248843143
0.6000000000000001	0.012910464899581753	-0.017991453466209284	0.07768611868795954	0.5471881809320284
0.6333333333333334	0.015838036160908953	0.0031781313454662397	-0.047392054003198944	0.5379146517013346
0.6666666666666667	0.00975099463270182	0.017869523313879684	-0.171830089785457	0.31328804039207164
