质量_A
t	x	y	v_{x}	v_{y}	v
8.700000000E0	6.176966477E-2	2.238460137E-2	-2.677804677E-2	1.828643016E-2	3.242618258E-2
8.733333333E0	5.929494060E-2	2.021562787E-2	-9.864829349E-2	1.064463466E-2	9.922093557E-2
8.766666667E0	5.519311187E-2	2.309424368E-2	-2.195743855E-1	-1.810025608E-2	2.203191549E-1
8.800000000E0	4.465664823E-2	1.900894413E-2	-1.425414588E-1	-1.048023271E-1	1.769225685E-1
8.833333333E0	4.569034795E-2	1.610742188E-2			
8.866666667E0					
8.900000000E0	4.582904282E-2	1.939830760E-2			
8.933333333E0	4.814809768E-2	1.170586692E-2	-1.311097568E-1	-9.849633506E-2	1.639856590E-1
8.966666667E0	3.708839237E-2	1.283188527E-2	-7.729274858E-2	-1.230936671E-2	7.826678409E-2
9.000000000E0	4.299524778E-2	1.088524247E-2	1.923609398E-1	-3.040605957E-2	1.947492224E-1
9.033333333E0	4.991245502E-2	1.080481463E-2	2.147781735E-1	1.500770935E-3	2.147834168E-1
9.066666667E0	5.731379268E-2	1.098529387E-2	1.982863132E-1	1.546974148E-2	1.988888507E-1
9.100000000E0	6.313154257E-2	1.183613073E-2	1.156654206E-1	3.051353815E-2	1.196225963E-1
9.133333333E0	6.502482072E-2	1.301952974E-2	-1.048876473E-2	3.259378932E-2	3.423987862E-2
9.166666667E0	6.243229159E-2	1.400905001E-2	1.036432703E-1	1.714629274E-1	2.003533452E-1
9.200000000E0	7.193437207E-2	2.445039157E-2	-9.775274907E-3	1.819634598E-1	1.822258398E-1
9.233333333E0	6.178060660E-2	2.613994733E-2	-2.476957305E-1	5.048313963E-2	2.527878998E-1
9.266666667E0	5.542132337E-2	2.781593421E-2	-1.535252894E-1	3.975712370E-2	1.585895437E-1
9.300000000E0	5.154558730E-2	2.879042225E-2	-2.443647323E-1	-1.402939591E-1	2.817738763E-1
9.333333333E0	3.913034122E-2	1.846300360E-2	-4.749528652E-2	-4.884311265E-2	6.812820190E-2
9.366666667E0	4.837923487E-2	2.553421474E-2	3.377560813E-2	-4.284441249E-3	3.404626472E-2
9.400000000E0	4.138204843E-2	1.817737418E-2	-6.071699836E-2	-1.012822195E-1	1.180874332E-1
9.433333333E0	4.433143498E-2	1.878206677E-2	1.076763160E-1	-1.093839633E-1	1.534895451E-1
9.466666667E0	4.856046949E-2	1.088510997E-2	1.250443586E-1	-1.304165409E-1	1.806780722E-1
9.500000000E0	5.266772555E-2	1.008763071E-2	1.056633294E-1	8.966077770E-3	1.060430560E-1
9.533333333E0	5.560469145E-2	1.148284848E-2	4.449013224E-2	4.853955743E-2	6.584421389E-2
9.566666667E0	5.563373436E-2	1.332360121E-2	1.375294427E-1	1.645836432E-1	2.144810556E-1
9.600000000E0	6.477332096E-2	2.245509137E-2	1.057220309E-1	1.696110930E-1	1.998626296E-1
9.633333333E0	6.268186976E-2	2.463100741E-2	-5.452150989E-2	-1.258285366E-1	1.371328395E-1
9.666666667E0	6.113855364E-2	1.406652226E-2	-4.189541036E-1	-7.657360008E-1	8.728540336E-1
9.700000000E0	3.475159618E-2	-2.641805931E-2	4.623966047E-2	1.104266906E-1	1.197170005E-1
9.733333333E0	6.422119767E-2	2.142830163E-2	3.998100567E-1	7.378296321E-1	8.391904715E-1
9.766666667E0	6.140559996E-2	2.277058282E-2	-9.668991489E-2	4.562747984E-2	1.069149501E-1
9.800000000E0	5.777520334E-2	2.447013362E-2	-9.011468302E-2	1.319447607E-1	1.597813380E-1
9.833333333E0	5.539795443E-2	3.156690021E-2	-1.268972416E-2	4.505250568E-2	4.680552710E-2
9.866666667E0	5.692922173E-2	2.747363400E-2	-2.404518450E-2	-4.005231191E-2	4.671572098E-2
9.900000000E0	5.379494213E-2	2.889674608E-2	5.039594981E-3	-1.188318280E-2	1.290765475E-2
9.933333333E0	5.726519473E-2	2.668142181E-2	-3.745774140E-2	-2.804738652E-1	2.829640816E-1
9.966666667E0	5.129775937E-2	1.019848840E-2	-5.001833692E-2	-1.976486233E-1	2.038794063E-1
1.000000000E1	5.393063894E-2	1.350484693E-2	1.022745382E-1	1.076234074E-1	1.484684445E-1
1.003333333E1	5.811606192E-2	1.737338222E-2	1.195752067E-1	-1.843431369E-1	2.197285192E-1
1.006666667E1	6.190231938E-2	1.215304470E-3	3.983795763E-2	-2.290562138E-1	2.324947568E-1
1.010000000E1	6.077192576E-2	2.102967974E-3	-1.466210290E-1	7.981554470E-2	1.669378547E-1
1.013333333E1	5.212758411E-2	6.536340783E-3	-9.925719673E-2	8.323250834E-2	1.295362557E-1
1.016666667E1	5.415477931E-2	7.651801863E-3	-1.263005442E-1	9.857078844E-2	1.602124458E-1
1.020000000E1	4.370754783E-2	1.310772668E-2	-1.599866972E-1	9.420060206E-2	1.856596260E-1
1.023333333E1	4.348899950E-2	1.393184200E-2	1.489978012E-1	1.067714659E-1	1.833043663E-1
1.026666667E1	5.364073458E-2	2.022582441E-2	1.825111462E-1	1.011357544E-1	2.086594338E-1
1.030000000E1	5.565640925E-2	2.067422563E-2	-6.570075083E-2	-1.756130663E-2	6.800726542E-2
1.033333333E1	4.926068453E-2	1.905507063E-2	-6.350268744E-2	-3.692224477E-2	7.345640524E-2
1.036666667E1	5.142289675E-2	1.821274264E-2	1.550866457E-1	-4.724028698E-2	1.621219060E-1
1.040000000E1	5.959979424E-2	1.590571817E-2	1.407650121E-1	-5.713899064E-3	1.408809330E-1
1.043333333E1	6.080723089E-2	1.783181604E-2	6.766777995E-2	-1.373743052E-1	1.531359793E-1
1.046666667E1	6.411097957E-2	6.747431155E-3	-6.018931785E-3	-2.000965928E-1	2.001870975E-1
1.050000000E1	6.040596877E-2	4.492043183E-3	-4.644670301E-2	-6.764040043E-2	8.205193472E-2
1.053333333E1	6.101453270E-2	2.238071126E-3	-1.876609510E-1	-1.405340965E-2	1.881864258E-1
1.056666667E1	4.789523871E-2	3.555149206E-3	-2.474617504E-1	2.785328453E-2	2.490243429E-1
1.060000000E1	4.451708268E-2	4.094956761E-3	4.834259598E-2	2.387022745E-2	5.391469507E-2
1.063333333E1	5.111807844E-2	5.146497702E-3	-6.124163677E-2	1.330769345E-1	1.464923499E-1
1.066666667E1	4.043430689E-2	1.296675239E-2	1.123760300E-3	7.770163986E-2	7.770976563E-2
1.070000000E1	5.119299579E-2	1.032660703E-2	1.617417627E-1	-2.524555875E-2	1.637001406E-1
1.073333333E1	5.121709107E-2	1.128371514E-2	-5.760624226E-2	7.523943601E-2	9.475996981E-2
1.076666667E1	4.735257964E-2	1.534256943E-2	3.762717529E-2	2.432976991E-1	2.461901190E-1
1.080000000E1	5.372556942E-2	2.750356175E-2	5.750514398E-2	1.202871942E-1	1.333261065E-1
1.083333333E1	5.118625591E-2	2.336171570E-2	6.976018310E-2	-1.438592136E-1	1.598810698E-1
1.086666667E1	5.837624830E-2	1.791294751E-2	6.625437988E-2	7.941312595E-3	6.672860930E-2
1.090000000E1	5.560321457E-2	2.389113654E-2	-1.258273632E-2	-8.792098447E-2	8.881680452E-2
1.093333333E1	5.753739921E-2	1.205154855E-2	1.939343362E-1	-1.242094675E-1	2.303009305E-1
1.096666667E1	6.853217032E-2	1.561050538E-2	9.510418007E-2	-3.215166122E-4	9.510472354E-2
1.100000000E1	6.387767788E-2	1.203011411E-2	-1.135857697E-1	-1.139554266E-1	1.608961352E-1
1.103333333E1	6.095978567E-2	8.013476940E-3	-1.204364317E-3	5.323060157E-2	5.324422444E-2
1.106666667E1	6.379738693E-2	1.557882088E-2	-1.378436956E-1	-1.003825544E-2	1.382087226E-1
1.110000000E1	5.177020596E-2	7.344259910E-3	-2.130021838E-1	-5.518156457E-2	2.200339414E-1
1.113333333E1	4.959724134E-2	1.190004991E-2	6.541839946E-3	7.717249641E-2	7.744927289E-2
1.116666667E1	5.220632863E-2	1.248909300E-2	-2.232499930E-2	1.622886602E-1	1.638170163E-1
1.120000000E1	4.810890805E-2	2.271929392E-2	2.868091427E-2	2.143644879E-1	2.162746599E-1
1.123333333E1	5.411838958E-2	2.678005886E-2	7.646743722E-2	7.604574140E-2	1.078435151E-1
1.126666667E1	5.320673720E-2	2.778901002E-2	-5.504474024E-2	-1.533312268E-1	1.629122111E-1
1.130000000E1	5.044874023E-2	1.655797708E-2	5.979717975E-2	4.020747578E-2	7.205791986E-2
1.133333333E1	5.719321585E-2	3.046950840E-2	1.220263547E-2	-6.662079133E-3	1.390279148E-2
1.136666667E1	5.126224926E-2	1.611383847E-2	-5.918388464E-2	-2.289684642E-1	2.364937416E-1
1.140000000E1	5.324762354E-2	1.520494412E-2	1.499742511E-2	-8.019299330E-2	8.158332510E-2
1.143333333E1	5.226207760E-2	1.076763891E-2	1.060121304E-1	-1.018541584E-1	1.470130653E-1
1.146666667E1	6.031509890E-2	8.414666897E-3	1.413906356E-1	-5.585977918E-3	1.415009363E-1
1.150000000E1	6.168811997E-2	1.039524039E-2	-9.880639927E-2	7.375414558E-2	1.232979259E-1
1.153333333E1	5.372800562E-2	1.333160994E-2	-1.182496728E-1	4.490373808E-2	1.264884612E-1
1.156666667E1	5.380480846E-2	1.338882293E-2	1.530786950E-1	-2.055596572E-2	1.544526937E-1
1.160000000E1	6.393325195E-2	1.196121222E-2	1.166648294E-1	-2.580232985E-2	1.194840686E-1
1.163333333E1	6.158246375E-2	1.166866760E-2	-4.149927159E-2	3.594373840E-2	5.490120101E-2
1.166666667E1	6.116663385E-2	1.435746145E-2	-9.145644530E-2	5.063703481E-2	1.045389434E-1
1.170000000E1	5.548536740E-2	1.504446992E-2	-9.464617548E-2	1.953260296E-1	2.170487419E-1
1.173333333E1	5.485688881E-2	2.737919675E-2	-4.343719386E-2	1.970772414E-1	2.018074054E-1
1.176666667E1	5.258955447E-2	2.818295268E-2	-1.027185194E-1	-1.669377856E-1	1.960084653E-1
1.180000000E1	4.800898752E-2	1.625001105E-2	-2.582602565E-1	-8.204373386E-1	8.601254482E-1
1.183333333E1	3.537220404E-2	-2.651286989E-2	6.960561222E-2	1.097139687E-1	1.299311209E-1
1.186666667E1	5.264936167E-2	2.356427563E-2	9.875773616E-2	5.899821817E-1	5.981906596E-1
1.190000000E1	4.195605312E-2	1.281927555E-2	-9.607903495E-2	-2.276358274E-1	2.470814660E-1
1.193333333E1	4.624409267E-2	8.388553805E-3	3.278490415E-1	-6.096359635E-2	3.334689702E-1
1.196666667E1	6.381265588E-2	8.755035798E-3	3.087720206E-1	-3.089893557E-2	3.103142035E-1
1.200000000E1	6.682889404E-2	6.328624767E-3	1.224969566E-1	4.582551637E-2	1.307879288E-1
1.203333333E1	7.197911966E-2	1.181007022E-2	7.580174276E-2	1.243597046E-1	1.456407921E-1
1.206666667E1	7.188234356E-2	1.461927174E-2	-1.652030165E-2	5.985284794E-2	6.209093149E-2
1.210000000E1	7.087776621E-2	1.580026009E-2	-2.504631237E-1	6.024732353E-2	2.576072909E-1
1.213333333E1	5.518480198E-2	1.863575997E-2	-3.009372066E-1	6.964693395E-2	3.088914012E-1
1.216666667E1	5.081528577E-2	2.044338902E-2	1.019321998E-1	8.143968804E-2	1.304706716E-1
1.220000000E1	6.198028197E-2	2.406507251E-2	-9.689222933E-2	-1.045942898E-2	9.745513716E-2
1.223333333E1	4.435580382E-2	1.974609375E-2	-1.870691578E-1	5.557878802E-2	1.951508942E-1
1.226666667E1	4.950900478E-2	2.777032504E-2	6.541790869E-2	-7.546023496E-2	9.986866294E-2
1.230000000E1	4.871699773E-2	1.471541142E-2	7.879329184E-2	-2.190275882E-1	2.327691286E-1
1.233333333E1	5.476189090E-2	1.316848583E-2	9.736078878E-2	-9.397637369E-2	1.353169686E-1
1.236666667E1	5.520771698E-2	8.450319840E-3	6.246586631E-2	-8.882067917E-2	1.085868201E-1
1.240000000E1	5.892628199E-2	7.247107218E-3	1.013600629E-1	-4.366342943E-2	1.103646566E-1
1.243333333E1	6.196505451E-2	5.539424545E-3	-9.048790835E-2	7.731763043E-2	1.190213323E-1
1.246666667E1	5.289375477E-2	1.240161591E-2	2.078449704E-2	5.509745380E-2	5.888739027E-2
1.250000000E1	6.335068765E-2	9.212588131E-3	2.237464970E-1	-3.672504914E-2	2.267404335E-1
1.253333333E1	6.781018790E-2	9.953279304E-3	8.829819737E-2	7.244221207E-2	1.142122837E-1
1.256666667E1	6.923723414E-2	1.404206894E-2	-3.232975130E-2	7.436482910E-2	8.108847406E-2
1.260000000E1	6.565487115E-2	1.491093458E-2	-2.572873584E-2	8.135238998E-2	8.532396618E-2
1.263333333E1	6.752198508E-2	1.946556160E-2	-6.892763885E-3	8.469377796E-2	8.497379725E-2
1.266666667E1	6.519535356E-2	2.055718644E-2	-1.469751279E-1	-1.109413858E-2	1.473932432E-1
1.270000000E1	5.772364322E-2	1.872595236E-2	-2.349734550E-2	8.525005371E-2	8.842905011E-2
1.273333333E1	6.362886386E-2	2.624052336E-2	-1.002043837E-1	-4.182593810E-2	1.085832750E-1
1.276666667E1	5.104335097E-2	1.593755649E-2	-2.277216713E-1	-9.689829089E-2	2.474801777E-1
1.280000000E1	4.844741911E-2	1.978063730E-2	2.269558022E-2	-3.196321251E-2	3.920122850E-2
1.283333333E1	5.255638966E-2	1.380667566E-2	4.302838319E-2	-1.259247412E-1	1.330732212E-1
1.286666667E1	5.131597799E-2	1.138565455E-2	-2.300083237E-2	-1.111725438E-1	1.135269695E-1
1.290000000E1	5.102300083E-2	6.395172732E-3	2.139217206E-2		
1.293333333E1	5.274212279E-2				
1.300000000E1	4.953125000E-2	1.244140625E-2			
1.303333333E1		1.445725129E-2		4.687500000E-2	
1.306666667E1	5.546875000E-2	1.556640625E-2			
1.310000000E1	5.890625000E-2	1.619140625E-2	1.539314848E-1	3.196040643E-2	1.572144064E-1
1.313333333E1	6.573084899E-2	1.769710001E-2	2.596424163E-2	9.206991696E-2	9.566091915E-2
1.316666667E1	6.063719944E-2	2.232940071E-2	-9.843404124E-2	7.721936909E-2	1.251083188E-1
1.320000000E1	5.916857957E-2	2.284505795E-2	2.680035675E-2	1.383447837E-3	2.683604013E-2
1.323333333E1	6.242388989E-2	2.242163057E-2	6.290443767E-2	-8.739851270E-2	1.076822562E-1
1.326666667E1	6.336220875E-2	1.701849044E-2	2.056096108E-2	9.505005316E-2	9.724847416E-2
1.330000000E1	6.379462063E-2	2.875830078E-2	-6.320502614E-2	1.937182734E-1	2.037686060E-1
1.333333333E1	5.914854034E-2	2.993304200E-2	-5.866386809E-2	2.887417391E-2	6.538476380E-2
1.336666667E1	5.988369609E-2	3.068324571E-2	9.615441773E-3	7.850647057E-3	1.241327433E-2
1.340000000E1	5.978956979E-2	3.045641847E-2	1.728017755E-2	-1.217395954E-1	1.229598863E-1
1.343333333E1	6.103570793E-2	2.256727268E-2	-7.579282181E-5	2.091512323E-4	2.224607601E-4
1.346666667E1	5.978451694E-2	3.047036188E-2	-3.074429330E-2	1.078708118E-1	1.121664995E-1
1.350000000E1	5.898608838E-2	2.975866013E-2	-2.293131750E-2	-2.856456266E-2	3.663030934E-2
1.353333333E1	5.825576244E-2	2.856605771E-2	-5.175366588E-3	-7.502168528E-3	9.114107304E-3
1.356666667E1	5.864106394E-2	2.925851557E-2	5.583155533E-3	1.092854722E-2	1.227211351E-2
1.360000000E1	5.862797280E-2	2.929462752E-2	-3.121483027E-4	6.612166917E-4	7.311935970E-4
1.363333333E1	5.862025405E-2	2.930259668E-2	2.803011399E-2	3.033870399E-2	4.130525693E-2
1.366666667E1	6.049664707E-2	3.131720779E-2	-9.772560735E-3	-6.541785642E-2	6.614377432E-2
1.370000000E1	5.796875000E-2	2.494140625E-2	-3.286474512E-2	-7.794903477E-2	8.459399207E-2
1.373333333E1	5.830566406E-2	2.612060547E-2	-2.526855469E-3	2.526855469E-3	3.573513274E-3
1.376666667E1	5.780029297E-2	2.510986328E-2	-2.003967281E-2	-6.317138672E-2	6.627376997E-2
1.380000000E1	5.696968588E-2	2.190917969E-2			
1.383333333E1		2.058064559E-2		-1.286565358E-1	
1.386666667E1	4.904240508E-2	1.333207730E-2			
1.390000000E1	5.048241343E-2	9.510742188E-3	1.881046056E-2	-9.965256284E-2	1.014123597E-1
1.393333333E1	5.029643578E-2	6.688573113E-3	-2.267547366E-2	-5.943238651E-2	6.361120713E-2
1.396666667E1	4.897071518E-2	5.548583087E-3	-4.898747677E-2	-1.231464259E-2	5.051161552E-2
1.400000000E1	4.703060400E-2	5.867596940E-3	-7.073154495E-2	2.662201258E-2	7.557567733E-2
1.403333333E1	4.425527885E-2	7.323383926E-3	-5.705012604E-2	4.766575914E-2	7.434205724E-2
1.406666667E1	4.322726226E-2	9.045314216E-3	-1.243353994E-2	6.036591547E-2	6.163308094E-2
1.410000000E1	4.342637619E-2	1.134777829E-2	1.650609645E-2	1.101479975E-1	1.113778819E-1
1.413333333E1	4.432766869E-2	1.638851405E-2	6.153574783E-2	1.410137257E-1	1.538555137E-1
1.416666667E1	4.752875938E-2	2.074869334E-2	1.118929836E-1	1.069127368E-1	1.547590807E-1
1.420000000E1	5.178720093E-2	2.351602983E-2	1.010947633E-1	5.465780642E-2	1.149244403E-1
1.423333333E1	5.426841027E-2	2.439254710E-2	5.861708167E-2	2.103771702E-3	5.865482179E-2
1.426666667E1	5.569500638E-2	2.365628128E-2	1.771401086E-2	-4.240806472E-2	4.595900493E-2
1.430000000E1	5.544934432E-2	2.156534279E-2	-3.666619631E-2	-7.405476248E-2	8.263484615E-2
1.433333333E1	5.325059329E-2	1.871929711E-2	-8.808415978E-2	-9.352382350E-2	1.284738291E-1
1.436666667E1	4.957706701E-2	1.533042122E-2	-1.099757115E-1	-1.043110760E-1	1.515765737E-1
1.440000000E1	4.591887919E-2	1.176522538E-2	-8.304292069E-2	-1.293899519E-1	1.537461750E-1
1.443333333E1	4.404087229E-2	6.704424428E-3	-4.103859756E-2	-9.866939247E-2	1.068635368E-1
1.446666667E1	4.318297269E-2	5.187265883E-3	-1.102435079E-2	9.458521732E-3	1.452583710E-2
1.450000000E1	4.330591557E-2	7.334992544E-3	2.452164933E-2	4.172047869E-2	4.839328081E-2
1.453333333E1	4.481774931E-2	7.968631129E-3	6.555713980E-2	2.939387613E-2	7.184524015E-2
1.456666667E1	4.767639156E-2	9.294584285E-3	7.536021486E-2	5.516605140E-2	9.339408552E-2
1.460000000E1	4.984176364E-2	1.164636789E-2	4.953805147E-2	8.625234767E-2	9.946600436E-2
1.463333333E1	5.097892833E-2	1.504474080E-2	2.467377866E-2	1.135601061E-1	1.162096943E-1
1.466666667E1	5.148668221E-2	1.921704163E-2	7.289999247E-3	1.182419813E-1	1.184664941E-1
1.470000000E1	5.146492828E-2	2.292753955E-2	-1.447050118E-2	8.129537545E-2	8.257320070E-2
1.473333333E1	5.052198214E-2	2.463673333E-2	-2.053036324E-2	2.170714653E-2	2.987801910E-2
1.476666667E1	5.009623739E-2	2.437468265E-2	-1.445588254E-3	-3.514166016E-2	3.517138047E-2
1.480000000E1	5.042560959E-2	2.229395598E-2	1.223645427E-2	-7.848632083E-2	7.943445959E-2
1.483333333E1	5.091200101E-2	1.914226126E-2	1.285126411E-2	-9.350575486E-2	9.438475079E-2
1.486666667E1	5.128236053E-2	1.606023899E-2	8.986393293E-3	-9.775957729E-2	9.817173838E-2
1.490000000E1	5.151109390E-2	1.262495611E-2	1.723200591E-2	-7.663898367E-2	7.855237645E-2
1.493333333E1	5.243116092E-2	1.095097341E-2	2.548701052E-2	-4.306103787E-2	5.003839214E-2
1.496666667E1	5.321022793E-2	9.754220254E-3	5.270740364E-3	-2.785315690E-2	2.834746996E-2
1.500000000E1	5.278254361E-2	9.094096288E-3	-3.430479192E-2	7.827081236E-4	3.431372001E-2
1.503333333E1	5.092324180E-2	9.806400795E-3	-6.880259037E-2	4.358809466E-2	8.144764231E-2
1.506666667E1	4.819570425E-2	1.199996926E-2	-8.123479165E-2	7.815336921E-2	1.127255095E-1
1.510000000E1	4.550758903E-2	1.501662541E-2	-7.099150198E-2	8.850019576E-2	1.134551806E-1
1.513333333E1	4.346293745E-2	1.789998232E-2	-3.113526476E-2	8.001079302E-2	8.585529519E-2
1.516666667E1	4.343190471E-2	2.035067828E-2	2.627273466E-2	6.210063192E-2	6.742955637E-2
1.520000000E1	4.521445310E-2	2.204002444E-2	8.026430751E-2	3.318694411E-2	8.685466204E-2
1.523333333E1	4.878285854E-2	2.256314122E-2	1.177335046E-1	-5.221203712E-3	1.178492217E-1
1.526666667E1	5.306335340E-2	2.169194420E-2	1.149172611E-1	-4.253720738E-2	1.225373042E-1
1.530000000E1	5.644400928E-2	1.972732739E-2	7.589040512E-2	-6.641329751E-2	1.008468129E-1
1.533333333E1	5.812271374E-2	1.726439103E-2	1.396894348E-2	-7.321778350E-2	7.453841428E-2
1.536666667E1	5.737527218E-2	1.484614183E-2	-5.314211858E-2	-6.911089721E-2	8.718027805E-2
1.540000000E1	5.457990584E-2	1.265699788E-2	-1.006276718E-1	-5.984889446E-2	1.170803933E-1
1.543333333E1	5.066676073E-2	1.085621553E-2	-9.754852445E-2	-3.381222659E-2	1.032423425E-1
1.546666667E1	4.807667087E-2	1.040284944E-2	-7.371527307E-2	7.762888113E-3	7.412289738E-2
1.550000000E1	4.575240919E-2	1.137374140E-2	-5.011003006E-2	4.121716201E-2	6.488350759E-2
1.553333333E1	4.473600220E-2	1.315066024E-2	3.574496888E-4	5.958241166E-2	5.958348387E-2
1.556666667E1	4.577623917E-2	1.534590218E-2	4.100767399E-2	5.401420110E-2	6.781713092E-2
1.560000000E1	4.746984714E-2	1.675160698E-2	4.909027237E-2	4.061033304E-2	6.371070546E-2
1.563333333E1	4.904892400E-2	1.805325772E-2	4.654040283E-2	4.101596730E-2	6.203481820E-2
1.566666667E1	5.057254066E-2	1.948600480E-2	4.529189694E-2	4.674173703E-2	6.508568129E-2
1.570000000E1	5.206838379E-2	2.116937352E-2	3.566954385E-2	4.083450235E-2	5.421967301E-2
1.573333333E1	5.295051025E-2	2.220830496E-2	1.592622176E-2	1.456076577E-2	2.157916679E-2
1.576666667E1	5.313013191E-2	2.214009124E-2	-1.234288228E-2	-3.056732585E-2	3.296525675E-2
1.580000000E1	5.212765143E-2	2.017048324E-2	-3.160632734E-2	-7.994456571E-2	8.596565311E-2
1.583333333E1	5.102304342E-2	1.681045352E-2	-1.058826027E-2	-9.223310338E-2	9.283887448E-2
1.586666667E1	5.142176741E-2	1.402160968E-2	8.925239266E-3	-6.856942592E-2	6.914785656E-2
1.590000000E1	5.161805937E-2	1.223915846E-2	2.890286947E-3	-3.277229835E-2	3.289950300E-2
1.593333333E1	5.161445321E-2	1.183678979E-2	6.916921526E-3	-4.030080420E-3	8.005332697E-3
1.596666667E1	5.207918747E-2	1.197048643E-2	2.957163708E-2	2.263383536E-2	3.723939074E-2
1.600000000E1	5.358589568E-2	1.334571214E-2	2.218379635E-2	3.627545203E-2	4.252092709E-2
1.603333333E1	5.355810723E-2	1.438884990E-2	-2.518566777E-2	4.135511099E-2	4.842068841E-2
1.606666667E1	5.190685116E-2	1.610271954E-2	-5.637770779E-2	6.009519739E-2	8.240072018E-2
1.610000000E1	4.979959338E-2	1.839519639E-2	-6.431435625E-2	6.972822582E-2	9.485969584E-2
1.613333333E1	4.761922741E-2	2.075126793E-2	-5.431796357E-2	5.945862473E-2	8.053427358E-2
1.616666667E1	4.617839581E-2	2.235910471E-2	-2.706411349E-2	3.198746330E-2	4.190064495E-2
1.620000000E1	4.581495318E-2	2.288376548E-2	5.604578971E-3	-1.517506001E-2	1.617695125E-2
1.623333333E1	4.655203441E-2	2.134743404E-2	4.542676215E-2	-6.001904068E-2	7.527201315E-2
1.626666667E1	4.884340399E-2	1.888249611E-2	8.034390526E-2	-7.719499500E-2	1.114190754E-1
1.630000000E1	5.190829476E-2	1.620110104E-2	8.970898404E-2	-7.675241214E-2	1.180619947E-1
1.633333333E1	5.482400293E-2	1.376566863E-2	7.367924677E-2	-6.325766420E-2	9.710902885E-2
1.636666667E1	5.682024454E-2	1.198392343E-2	3.532703727E-2	-3.906091573E-2	5.266644757E-2
1.640000000E1	5.717913874E-2	1.116160758E-2	-1.498815895E-2	-1.562722095E-2	2.165305853E-2
1.643333333E1	5.582103394E-2	1.094210870E-2	-5.865008994E-2	9.621483487E-3	5.943404743E-2
1.646666667E1	5.326913275E-2	1.180303981E-2	-8.119717832E-2	4.270794194E-2	9.174393752E-2
1.650000000E1	5.040788872E-2	1.378930483E-2	-7.622818992E-2	7.036185290E-2	1.037377814E-1
1.653333333E1	4.818725342E-2	1.649383001E-2	-4.878362256E-2	8.453005950E-2	9.759699170E-2
1.656666667E1	4.715564722E-2	1.942464213E-2	-1.926041434E-2	7.390407950E-2	7.637261635E-2
1.660000000E1	4.690322580E-2	2.142076864E-2	-3.156836303E-2	6.984982066E-2	7.665219495E-2
1.663333333E1	4.505108968E-2	2.408129684E-2	2.876600615E-2	1.984815019E-3	2.883439961E-2
1.666666667E1	4.882095954E-2	2.155308964E-2	7.970199675E-2	-5.731342110E-2	9.816942764E-2
1.670000000E1	5.036455613E-2	2.026040210E-2	-1.757146757E-3	5.315928728E-2	5.318832004E-2
1.673333333E1	4.870381642E-2	2.509704213E-2	-3.164756144E-4	1.452945231E-2	1.453289859E-2
1.676666667E1	5.034345776E-2	2.122903225E-2	3.183533178E-2	-1.074517257E-1	1.120685580E-1
1.680000000E1	5.082617188E-2	1.793359375E-2	2.945378402E-2	-1.044431892E-1	1.085168428E-1
1.683333333E1	5.230704336E-2	1.426615297E-2	8.692181346E-3	-8.130059363E-2	8.176393178E-2
1.686666667E1	5.140565063E-2	1.251355417E-2	-8.279841893E-3	-3.760055100E-2	3.850139241E-2
1.690000000E1	5.175505390E-2	1.175944957E-2	5.937694037E-3	5.653988690E-3	8.199012049E-3
1.693333333E1	5.180149690E-2	1.289048675E-2	5.426400104E-3	3.888959623E-2	3.926635345E-2
1.696666667E1	5.211681391E-2	1.435208932E-2	2.494971289E-2	6.564702440E-2	7.022834176E-2
1.700000000E1	5.346481109E-2	1.726695505E-2	3.496833365E-2	7.320152141E-2	8.112488579E-2
1.703333333E1	5.444803615E-2	1.923219075E-2	-4.134956838E-2	9.827382133E-2	1.066186230E-1
1.706666667E1	5.070817320E-2	2.381854314E-2	-9.061718382E-2	1.226753574E-1	1.525146462E-1
1.710000000E1	4.840689056E-2	2.741054790E-2	-5.713028045E-2	4.063019501E-2	7.010479078E-2
1.713333333E1	4.689948784E-2	2.652722280E-2	6.282001992E-3	-1.012348809E-1	1.014296044E-1
1.716666667E1	4.882569070E-2	2.066155585E-2	-1.032415227E-2	-1.852232601E-1	1.855107657E-1
1.720000000E1	4.621121102E-2	1.417900547E-2	-2.789830081E-2	-1.082564862E-1	1.117934792E-1
1.723333333E1	4.696580397E-2	1.344445676E-2	9.874136701E-2	-9.267983555E-2	1.354230759E-1
1.726666667E1	5.279396882E-2	8.000349762E-3	1.734500862E-1	-4.344864206E-2	1.788091633E-1
1.730000000E1	5.852914305E-2	1.054788063E-2	1.183916171E-1	2.673093120E-2	1.213718159E-1
1.733333333E1	6.068674330E-2	9.782411842E-3	5.809290018E-2	-2.266416633E-2	6.235743330E-2
1.736666667E1	6.240200307E-2	9.036936205E-3	6.732319262E-2	-1.844920514E-2	6.980533958E-2
1.740000000E1	6.517495614E-2	8.552464833E-3	4.256004230E-3	-5.517499882E-2	5.533890193E-2
1.743333333E1	6.268573668E-2	5.358602950E-3	-4.999790696E-2	-1.943564984E-2	5.364266199E-2
1.746666667E1	6.184176234E-2	7.256754843E-3	-2.151738547E-2	5.869016190E-2	6.251026301E-2
1.750000000E1	6.125124432E-2	9.271280411E-3	-3.126526198E-2	1.067380617E-1	1.112228863E-1
