	质量 B					
t	x	y	vx	vy	v	
0.017	-1.391E-2	-4.706E-2			
0.033	-1.660E-2	-4.513E-2	3.462E-2	5.769E-2	6.728E-2
0.050	-1.276E-2	-4.513E-2	0.113	1.964E-3	0.113
0.067	-1.284E-2	-4.507E-2	-4.226E-3	3.325E-3	5.377E-3
0.083	-1.290E-2	-4.502E-2	-1.261E-2	1.836E-2	2.228E-2
0.100	-1.326E-2	-4.445E-2	-1.556E-2	2.359E-2	2.826E-2
0.117	-1.342E-2	-4.424E-2	-4.059E-3	4.446E-3	6.021E-3
0.133	-1.339E-2	-4.431E-2	-1.711E-4	-3.554E-3	3.558E-3
0.150	-1.342E-2	-4.435E-2	-4.014E-5	-7.667E-4	7.677E-4
0.167	-1.340E-2	-4.433E-2	-4.059E-3	7.892E-3	8.875E-3
0.183	-1.356E-2	-4.409E-2	-5.016E-3	1.131E-2	1.237E-2
0.200	-1.356E-2	-4.396E-2	8.780E-2	-9.776E-2	0.131
0.217	-1.063E-2	-4.735E-2	0.247	-1.208E-2	0.247
0.233	-5.344E-3	-4.436E-2	0.216	3.937E-2	0.219
0.250	-3.432E-3	-4.604E-2	-0.114	6.667E-2	0.132
0.267	-9.143E-3	-4.214E-2	-4.279E-2	0.123	0.131
0.283	-4.858E-3	-4.192E-2	0.276	6.323E-2	0.283
0.300	4.942E-5	-4.003E-2	-0.156	5.048E-2	0.164
0.317	-1.005E-2	-4.024E-2	0.116	0.327	0.347
0.333	3.918E-3	-2.914E-2	0.676	3.134E-2	0.677
0.350	1.249E-2	-3.920E-2	0.453	-0.287	0.536
0.367	1.901E-2	-3.870E-2	0.289	6.192E-2	0.296
0.383	2.213E-2	-3.713E-2	0.325	0.259	0.416
0.400	2.986E-2	-3.006E-2	0.446	0.175	0.479
0.417	3.698E-2	-3.130E-2	0.269	-6.148E-2	0.275
0.433	3.881E-2	-3.211E-2	0.412	-0.139	0.435
0.450	5.071E-2	-3.593E-2	0.621	-0.115	0.631
0.467	5.949E-2	-3.594E-2	0.957	0.160	0.970
0.483	8.261E-2	-3.061E-2	0.953	0.232	0.981
0.500	9.127E-2	-2.822E-2	0.365	-6.421E-2	0.371
0.517	9.479E-2	-3.275E-2	0.418	-0.151	0.444
0.533	0.105	-3.327E-2	0.553	-0.423	0.696
0.550	0.113	-4.686E-2	0.390	-0.441	0.588
0.567	0.118	-4.797E-2	0.351	0.143	0.379
0.583	0.125	-4.207E-2	0.292	0.120	0.316
0.600	0.128	-4.397E-2	0.127	-0.222	0.255
0.617	0.129	-4.946E-2	-6.552E-2	-0.272	0.280
0.633	0.126	-5.304E-2	0.240	3.755E-2	0.243
0.650	0.137	-4.821E-2	0.264	6.271E-2	0.271
0.667	0.135	-5.095E-2	5.140E-3	-0.115	0.115
0.683	0.137	-5.205E-2	-0.109	-0.226	0.251
0.700	0.131	-5.847E-2	-0.255	6.233E-2	0.263
0.717	0.129	-4.997E-2	-0.185	0.277	0.333
0.733	0.125	-4.924E-2	-0.195	-1.431E-4	0.195
0.750	0.122	-4.998E-2	-0.170	-0.161	0.234
0.767	0.119	-5.462E-2	-0.285	-1.506E-2	0.285
0.783	0.113	-5.048E-2	-0.603	5.623E-3	0.603
0.800	9.895E-2	-5.443E-2	-0.493	0.141	0.513
0.817	9.636E-2	-4.578E-2	-0.138	-3.073E-3	0.138
0.833	9.435E-2	-5.453E-2	-0.288	-3.150E-2	0.289
0.850	8.677E-2	-4.683E-2	-0.666	0.104	0.674
0.867	7.216E-2	-5.107E-2	-0.679	8.988E-2	0.685
0.883	6.414E-2	-4.383E-2	-0.837	0.601	1.030
0.900	4.426E-2	-3.104E-2	-0.862	0.487	0.990
0.917	3.541E-2	-2.759E-2	-0.539	-0.137	0.556
0.933	2.629E-2	-3.562E-2	-0.467	-8.939E-2	0.476
0.950	1.983E-2	-3.057E-2	-0.326	0.299	0.443
0.967	1.542E-2	-2.565E-2	-0.202	0.149	0.251
0.983	1.311E-2	-2.561E-2	-0.165	0.109	0.198
1.000	9.905E-3	-2.200E-2	9.707E-2	0.351	0.364
1.017	1.635E-2	-1.393E-2	4.444E-2	0.442	0.445
1.033	1.139E-2	-7.257E-3	-0.187	0.184	0.262
1.050	1.012E-2	-7.779E-3	-0.207	0.214	0.298
1.067	4.481E-3	-1.302E-4	-0.329	0.120	0.350
1.083	-8.369E-4	-3.779E-3	-0.119	-8.605E-2	0.147
1.100	5.212E-4	-2.999E-3	0.320	0.136	0.348
1.117	9.829E-3	7.668E-4	0.353	0.124	0.374
1.133	1.230E-2	1.137E-3	-5.091E-2	-8.579E-2	9.976E-2
1.150	8.132E-3	-2.093E-3	8.153E-3	-7.040E-2	7.087E-2
1.167	1.257E-2	-1.210E-3	0.299	-0.237	0.381
1.183	1.809E-2	-9.996E-3	0.275	-0.118	0.299
1.200	2.175E-2	-5.132E-3	0.438	0.102	0.450
1.217	3.270E-2	-6.581E-3	0.421	-0.280	0.505
1.233	3.578E-2	-1.445E-2	0.241	-0.302	0.386
1.250	4.073E-2	-1.664E-2	0.564	-0.231	0.609
1.267	5.456E-2	-2.214E-2	0.638	-0.469	0.791
1.283	6.199E-2	-3.227E-2	0.545	-0.547	0.772
1.300	7.274E-2	-4.037E-2	0.565	-0.243	0.615
