mass_A
t	x	y
0.0	0.10289766439382463	0.12217904492031115
0.016666999999999998	0.09981921337460144	0.11837996984128407
0.033333	0.09654507368168219	0.11454218926966414
0.049999999999999996	0.09290029965788915	0.11068945641943562
0.06666699999999999	0.08871803106185955	0.11006916391077626
0.08333299999999999	0.0847524816953468	0.10605807256747882
0.09999999999999999	0.08078505857735607	0.10185694976760376
0.11666699999999999	0.07682602433837121	0.09773011661411413
0.133333	0.072877041918545	0.09376218428003524
0.15	0.06910844126956449	0.0898450160452815
0.16666699999999998	0.06547256423805976	0.08591115786629619
0.183333	0.0619682074710343	0.08217139080695623
0.19999999999999998	0.05871216846673385	0.07886240741996847
0.216667	0.055716180071874906	0.07558752527486379
0.23333299999999998	0.05302473337661976	0.07266446874350838
0.25	0.05071086119874998	0.07000717801318049
0.266667	0.04872527903267262	0.0676973434089034
0.283333	0.047155556320295146	0.06591160646946054
0.3	0.04600399135895432	0.06433223628834053
0.316667	0.04530162315934607	0.06329365401015852
0.333333	0.04494248101687459	0.06270383659144532
0.35	0.04498910017777815	0.062611866669429
0.36666699999999997	0.04347267386002567	0.06599640579851115
0.383333	0.04409212897134816	0.06714652065468532
0.39999999999999997	0.045145526885868995	0.06855383770356019
0.41666699999999995	0.046785580016104826	0.07022506175871876
0.43333299999999997	0.04868856541500138	0.07225701228098949
0.44999999999999996	0.05088283581368013	0.07483143857537872
0.466667	0.05327865725789611	0.07777613662999541
0.48333299999999996	0.05604989931959584	0.08070624504081927
0.5	0.05912789935439718	0.08415946657461879
0.516667	0.06246860528348581	0.08787450098338659
0.533333	0.06581100893098454	0.0917443298537188
0.5499999999999999	0.06927411991230346	0.09570860313190774
0.5666669999999999	0.07446406759670283	0.09689911862291517
0.583333	0.07812902600877936	0.10118501128421545
0.6	0.0818263172526401	0.10549799259858467
0.616667	0.08547746889213147	0.1096607557109667
0.6333329999999999	0.08908497868031919	0.11390884189534167
0.65	0.09263100565822767	0.11800543678449948
0.666667	0.09622648923604116	0.12186637096612582
0.683333	0.09966445506287372	0.12563401052778922
0.7	0.1030408145829889	0.12904154857026415
0.7166669999999999	0.1062807466893301	0.1322838505370537
0.733333	0.1092299742522187	0.13551675119716478
0.75	0.11205798183476164	0.13806393359383345
0.766667	0.11447393298365983	0.1405459542061805
0.783333	0.11669722007353332	0.1424647635954726
0.7999999999999999	0.11860114179697077	0.14403734904688298
0.8166669999999999	0.1199312613343665	0.14535297629169022
0.833333	0.1206365837822	0.14657306791625613
0.85	0.12550607736113392	0.14138986785306898
0.866667	0.12550781620488424	0.14113444036140338
0.8833329999999999	0.1251628474882798	0.14058085739814738
0.8999999999999999	0.12442058143987227	0.13958821221208978
0.916667	0.12329373047077478	0.1381552783949997
0.933333	0.12175871071870557	0.13641734271963146
0.95	0.11972651397076516	0.13432704922951552
0.9666669999999999	0.11773647037228256	0.1319594319388686
0.9833329999999999	0.11519094515339205	0.12921007255439157
1.0	0.11239939918864204	0.12625458449575072
1.016667	0.10953704384374502	0.12295554719721974
1.033333	0.1063064474168389	0.1196182265010097
1.05	0.10305020464020667	0.11590494413652763
1.0666670000000003	0.09956201557703774	0.11211928260103945
1.0833329999999999	0.09605868737497532	0.10826729505874319
1.0999999999999999	0.0925377649430219	0.10434293272031747
1.1166669999999999	0.08892548527188224	0.10034464441711624
1.133333	0.08527716250376373	0.09644589825615263
1.15	0.08164837347588019	0.09258261506500937
1.166667	0.07796955734396382	0.08873638217274221
1.1833329999999997	0.07439755362981185	0.08506288131738937
1.2	0.07099698412301116	0.08158080687699037
1.216667	0.0675839971885929	0.07813801997352735
1.233333	0.06441029055279134	0.07492799958733329
1.25	0.061458472640421265	0.0719335909047632
1.266667	0.05881522973323646	0.06923137337473195
1.2833329999999998	0.05646174259734297	0.06676641377309978
1.3	0.0544335967372036	0.0646865260015308
1.3166670000000003	0.0527321171418706	0.0629918259443244
1.3333329999999999	0.05137732852821745	0.06155365986898531
1.3499999999999999	0.05039676244681133	0.060617208749264045
1.3666669999999999	0.049857922096565206	0.05998115825805761
1.383333	0.049593221978970974	0.05984661052733187
1.4	0.04982715887123613	0.060122979119484526
1.416667	0.050313260472077494	0.0609178563267507
1.4333329999999997	0.051375628003085184	0.06204984515603193
1.45	0.05266340320077444	0.06366849164532137
1.466667	0.05437067483887475	0.06554265353779518
1.483333	0.0563197252655362	0.06797023693365142
1.5	0.05868285176149527	0.07072194041513061
1.516667	0.061313285133700206	0.07364358431540155
1.5333329999999998	0.06427627755432605	0.07691012796072896
1.5499999999999998	0.06734980219778795	0.0804611163716181
1.5666670000000003	0.07074165541416386	0.08409568409925317
1.5833329999999999	0.07415976710947074	0.08803106242755068
1.5999999999999999	0.07778547045105956	0.09200205574272544
1.6166669999999999	0.08145965697831316	0.09603396835584874
1.633333	0.08527259251876908	0.10017798593609742
1.65	0.08909143983868255	0.10424263428909461
1.666667	0.09282303033747137	0.10822090466335946
1.6833329999999997	0.0966551727059129	0.11220594317823201
1.7	0.10027615195099884	0.1160496400933862
1.716667	0.10382460400138814	0.11975869705920197
1.733333	0.10722390658568484	0.12329625205068076
1.75	0.1104099905785986	0.12655291031257326
1.766667	0.11335770174351177	0.12954795309429282
1.7833329999999998	0.11607592509589472	0.13231042732618156
1.7999999999999998	0.11844241860446526	0.13471968533826578
1.8166669999999998	0.12053728764535553	0.1367736896215622
1.8333329999999999	0.12221800764292907	0.13834337613369269
1.8499999999999999	0.12353419747314444	0.1396214713924521
1.8666669999999999	0.12448317449545383	0.140336601144533
1.883333	0.125061187142123	0.14068593983300778
1.9	0.12515365949176832	0.1405818996407242
1.916667	0.12498724816605784	0.14009717844805172
1.9333329999999997	0.12432062181575422	0.1391341691623077
1.95	0.1231862896582145	0.13779804569590026
1.966667	0.12171869462918757	0.13601520652431276
1.983333	0.1198537093802428	0.1339460749261599
2.0	0.11773931074554951	0.13151160026912204
2.016667	0.11512655083676344	0.12872504388569064
2.033333	0.11241827479269954	0.12570029372620317
2.05	0.10935816324866394	0.12246989773385153
2.066667	0.1061670060261425	0.11905040125679217
2.083333	0.10272545361808494	0.11546728111858226
2.1	0.09929943076090689	0.11169328573878953
2.116667	0.09570895324080908	0.10780517607662718
2.133333	0.09207686838983113	0.10388030644051105
2.15	0.08842403841654775	0.09984607143905494
2.166667	0.08476426428941057	0.09592392542604292
2.1833329999999997	0.08107680811756804	0.09208451859752098
2.1999999999999997	0.07752202057418688	0.08825821207129372
2.2166669999999997	0.0740006650593843	0.08456366312541488
2.233333	0.07058842883657307	0.08099263324450881
2.25	0.06743009271710475	0.07776823849390552
2.266667	0.06445665673600144	0.07462939820281925
2.283333	0.06159115389070156	0.07182077676864307
2.3	0.05901684071782442	0.06919305940332965
2.316667	0.05672305629042527	0.0669724873976823
2.333333	0.05480498431115242	0.06507211732556059
2.35	0.05318593487306115	0.06352393486596106
2.366667	0.05194934611854344	0.0623614326409592
2.383333	0.05109758395794483	0.061640954837114514
2.4	0.05058384284345937	0.06135880496800927
2.416667	0.0504501731630202	0.061356893030665105
2.4333329999999997	0.05075366340732999	0.06176085472520751
2.4499999999999997	0.05136852774334446	0.06262462047157388
2.4666669999999997	0.052350939134029016	0.06385538088668782
2.483333	0.053742802334256635	0.06544830349015482
2.5	0.055468285996605755	0.06741713448582201
2.516667	0.057585991869315865	0.06974368199803627
2.533333	0.05991015552121621	0.07233554751939891
2.55	0.06248682077274118	0.07523376491793748
2.566667	0.06529566914036815	0.07832992200209671
2.583333	0.06825320742464651	0.08167252812094139
