0.01,0.0997979,0.199595,0.118033
0.02,0.0993941,0.198784,0.117426
0.03,0.0987889,0.19757,0.116523
0.04,0.0979824,0.195952,0.115333
0.05,0.0969747,0.19393,0.113865
0.06,0.0957659,0.191505,0.112132
0.07,0.0943562,0.188676,0.110149
0.08,0.0927457,0.185444,0.107935
0.09,0.0909351,0.18181,0.105506
0.1,0.088925,0.177776,0.102886
0.11,0.0867165,0.173343,0.100096
0.12,0.0843111,0.168514,0.0971618
0.13,0.0817109,0.163293,0.0941084
0.14,0.0789186,0.157685,0.0909634
0.15,0.0759376,0.151697,0.0877549
0.16,0.0727722,0.145336,0.0845119
0.17,0.0694275,0.138613,0.0812638
0.18,0.0659096,0.131537,0.0780405
0.19,0.0622258,0.124123,0.0748715
0.2,0.0583844,0.116385,0.071786
0.21,0.0543952,0.108339,0.0688127
0.22,0.0502692,0.100005,0.0659791
0.23,0.0460192,0.0914007,0.0633113
0.24,0.0416595,0.0825488,0.060834
0.25,0.0372061,0.0734721,0.0585699
0.26,0.0326768,0.0641951,0.0565394
0.27,0.0280903,0.0547443,0.0547608
0.28,0.0234651,0.0451486,0.0532495
0.29,0.018818,0.0354387,0.0520176
0.3,0.0141626,0.0256472,0.0510744
0.31,0.00950813,0.0158063,0.0504255
0.32,0.00486039,0.0059473,0.0500737
0.33,0.000222902,-0.00390057,0.0500191
0.34,-0.00440145,-0.0137091,0.0502592
0.35,-0.00900916,-0.0234505,0.0507896
0.36,-0.013595,-0.0330962,0.0516034
0.37,-0.0181512,-0.0426168,0.0526911
0.38,-0.022667,-0.0519831,0.0540404
0.39,-0.0271289,-0.0611666,0.0556364
0.4,-0.031522,-0.0701405,0.0574612
0.41,-0.0358305,-0.0788803,0.0594951
0.42,-0.0400394,-0.0873635,0.061716
0.43,-0.0441346,-0.0955695,0.0641003
0.44,-0.0481035,-0.10348,0.0666229
0.45,-0.0519349,-0.111077,0.0692577
0.46,-0.0556189,-0.118346,0.0719778
0.47,-0.0591472,-0.125274,0.0747559
0.48,-0.0625122,-0.131848,0.0775644
0.49,-0.0657079,-0.138059,0.0803758
0.5,-0.068729,-0.143899,0.0831631
0.51,-0.0715711,-0.149361,0.0858997
0.52,-0.0742308,-0.154438,0.0885602
0.53,-0.0767052,-0.159127,0.09112
0.54,-0.0789921,-0.163425,0.0935559
0.55,-0.0810899,-0.16733,0.0958462
0.56,-0.0829974,-0.170841,0.0979706
0.57,-0.0847138,-0.173957,0.0999108
0.58,-0.0862385,-0.176678,0.10165
0.59,-0.0875714,-0.179005,0.103174
0.6,-0.0887123,-0.180939,0.10447
0.61,-0.0896613,-0.18248,0.105527
0.62,-0.0904186,-0.183631,0.106337
0.63,-0.0909843,-0.184391,0.106894
0.64,-0.0913586,-0.184762,0.107193
0.65,-0.0915416,-0.184746,0.107233
0.66,-0.0915336,-0.184344,0.107015
0.67,-0.0913346,-0.183556,0.106539
0.68,-0.0909449,-0.182384,0.105812
0.69,-0.0903645,-0.180828,0.10484
0.7,-0.0895936,-0.178891,0.103632
0.71,-0.0886326,-0.176573,0.102198
0.72,-0.0874817,-0.173875,0.100551
0.73,-0.0861415,-0.1708,0.0987066
0.74,-0.0846128,-0.167349,0.0966803
0.75,-0.0828965,-0.163527,0.0944902
0.76,-0.0809942,-0.159335,0.092156
0.77,-0.0789077,-0.154779,0.0896985
0.78,-0.0766392,-0.149863,0.0871397
0.79,-0.0741917,-0.144594,0.0845028
0.8,-0.0715688,-0.138979,0.0818115
0.81,-0.0687747,-0.133027,0.0790905
0.82,-0.0658146,-0.126748,0.0763646
0.83,-0.0626945,-0.120153,0.0736588
0.84,-0.0594215,-0.113255,0.070998
0.85,-0.0560036,-0.106067,0.0684068
0.86,-0.0524504,-0.098606,0.0659091
0.87,-0.0487727,-0.0908875,0.0635279
0.88,-0.044983,-0.0829294,0.0612851
0.89,-0.0410954,-0.0747505,0.0592014
0.9,-0.0371258,-0.0663709,0.0572958
0.91,-0.0330916,-0.057812,0.0555856
0.92,-0.029011,-0.0490977,0.0540862
0.93,-0.0249013,-0.040254,0.0528104
0.94,-0.0207777,-0.0313092,0.0517689
0.95,-0.0166513,-0.0222931,0.050969
0.96,-0.0125289,-0.0132357,0.0504154
0.97,-0.00841374,-0.00416535,0.0501102
0.98,-0.0043069,0.00489126,0.0500531
0.99,-0.000209375,0.0139091,0.050242
1,0.00387685,0.022864,0.0506728
1.01,0.00794802,0.0317317,0.0513398
1.02,0.0119983,0.0404874,0.0522352
1.03,0.0160196,0.0491065,0.0533491
1.04,0.0200021,0.0575643,0.0546694
1.05,0.0239344,0.065837,0.056182
1.06,0.0278046,0.073902,0.0578707
1.07,0.0316004,0.0817382,0.0597177
1.08,0.03531,0.0893261,0.0617037
1.09,0.0389224,0.0966476,0.063808
1.1,0.0424273,0.103686,0.066009
1.11,0.0458154,0.110428,0.0682845
1.12,0.0490785,0.116858,0.0706116
1.13,0.0522091,0.122965,0.0729671
1.14,0.0552006,0.12874,0.0753281
1.15,0.0580475,0.134172,0.0776717
1.16,0.0607445,0.139255,0.0799754
1.17,0.0632876,0.143982,0.0822176
1.18,0.0656729,0.148348,0.0843774
1.19,0.0678975,0.152349,0.0864349
1.2,0.0699585,0.155983,0.0883715
1.21,0.071854,0.159246,0.0901697
1.22,0.0735821,0.162137,0.0918138
1.23,0.0751413,0.164655,0.0932893
1.24,0.0765304,0.1668,0.0945836
1.25,0.0777485,0.168572,0.0956856
1.26,0.0787948,0.169971,0.0965863
1.27,0.0796686,0.170998,0.0972781
1.28,0.0803695,0.171653,0.0977556
1.29,0.0808971,0.171937,0.0980153
1.3,0.0812509,0.171852,0.0980553
1.31,0.0814308,0.171399,0.097876
1.32,0.0814365,0.170579,0.0974793
1.33,0.081268,0.169394,0.0968693
1.34,0.0809251,0.167844,0.0960518
1.35,0.080408,0.165933,0.0950342
1.36,0.0797169,0.163662,0.093826
1.37,0.078852,0.161034,0.0924381
1.38,0.0778141,0.158051,0.0908832
1.39,0.0766038,0.154717,0.0891751
1.4,0.0752224,0.151035,0.0873295
1.41,0.0736713,0.147011,0.0853629
1.42,0.0719523,0.14265,0.0832932
1.43,0.0700678,0.137957,0.0811393
1.44,0.0680207,0.132941,0.0789207
1.45,0.0658144,0.127609,0.0766577
1.46,0.0634532,0.12197,0.0743711
1.47,0.0609419,0.116034,0.0720818
