mass_A
t	x	y
0.0	0.012981523522783076	0.013745142553535011
0.016666999999999998	0.009903072503559887	0.009946067474507936
0.033333	0.006628932810640642	0.006108286902888005
0.049999999999999996	0.0029841587868476016	0.002255554052659481
0.06666699999999999	-0.001198109809182002	0.0016352615440001217
0.08333299999999999	-0.005163659175694751	-0.0023758297992973187
0.09999999999999999	-0.009131082293685477	-0.006576952599172375
0.11666699999999999	-0.013090116532670337	-0.01070378575266201
0.133333	-0.017039098952496556	-0.014671718086740893
0.15	-0.02080769960147706	-0.018588886321494635
0.16666699999999998	-0.024443576632981787	-0.022522744500479946
0.183333	-0.027947933400007258	-0.0262625115598199
0.19999999999999998	-0.03120397240430771	-0.029571494946807664
0.216667	-0.03419996079916665	-0.03284637709191235
0.23333299999999998	-0.036891407494421796	-0.03576943362326776
0.25	-0.03920527967229158	-0.03842672435359565
0.266667	-0.04119086183836894	-0.04073655895787273
0.283333	-0.04276058455074641	-0.0425222958973156
0.3	-0.04391214951208724	-0.0441016660784356
0.316667	-0.04461451771169549	-0.04514024835661762
0.333333	-0.044973659854166965	-0.045730065775330814
0.35	-0.044927040693263406	-0.045822035697347135
0.36666699999999997	-0.046443467011015885	-0.04243749656826498
0.383333	-0.045824011899693394	-0.041287381712090815
0.39999999999999997	-0.04477061398517256	-0.03988006466321595
0.41666699999999995	-0.04313056085493673	-0.038208840608057376
0.43333299999999997	-0.04122757545604018	-0.036176890085786645
0.44999999999999996	-0.039033305057361425	-0.03360246379139742
0.466667	-0.03663748361314545	-0.030657765736780723
0.48333299999999996	-0.033866241551445714	-0.02772765732595686
0.5	-0.030788241516644374	-0.02427443579215735
0.516667	-0.02744753558755575	-0.020559401383389547
0.533333	-0.024105131940057006	-0.016689572513057332
0.5499999999999999	-0.020642020958738086	-0.012725299234868398
0.5666669999999999	-0.015452073274338715	-0.011534783743860966
0.583333	-0.011787114862262194	-0.007248891082560688
0.6	-0.008089823618401451	-0.002935909768191469
0.616667	-0.004438671978910083	0.001226853344190565
0.6333329999999999	-8.311621907223649E-4	0.005474939528565537
0.65	0.0027148647871861192	0.009571534417723349
0.666667	0.006310348364999607	0.013432468599349684
0.683333	0.00974831419183217	0.017200108161013083
0.7	0.013124673711947352	0.02060764620348801
0.7166669999999999	0.016364605818288552	0.023849948170277552
0.733333	0.019313833381177148	0.02708284883038864
0.75	0.022141840963720086	0.02963003122705732
0.766667	0.024557792112618285	0.032112051839404354
0.783333	0.026781079202491773	0.034030861228696474
0.7999999999999999	0.028685000925929224	0.03560344668010684
0.8166669999999999	0.030015120463324954	0.036919073924914086
0.833333	0.030720442911158455	0.03813916554947999
0.85	0.03558993649009236	0.03295596548629284
0.866667	0.03559167533384268	0.03270053799462724
0.8833329999999999	0.035246706617238235	0.032146955031371244
0.8999999999999999	0.034504440568830716	0.031154309845313644
0.916667	0.033377589599733234	0.029721376028223556
0.933333	0.03184256984766402	0.027983440352855327
0.95	0.029810373099723605	0.025893146862739386
0.9666669999999999	0.027820329501241012	0.023525529572092474
0.9833329999999999	0.025274804282350502	0.020776170187615434
1.0	0.022483258317600494	0.017820682128974585
1.016667	0.01962090297270347	0.014521644830443603
1.033333	0.016390306545797345	0.011184324134233564
1.05	0.013134063769165122	0.007471041769751496
1.0666670000000003	0.00964587470599619	0.003685380234263319
1.0833329999999999	0.0061425465039337684	-1.6660730803294554E-4
1.0999999999999999	0.002621624071980355	-0.004090969646458664
1.1166669999999999	-9.906555991593124E-4	-0.008089257949659895
1.133333	-0.004638978367277821	-0.011988004110623507
