质量_A
t	x	y	v	v_{y}	v_{x}
3.366666667E0	9.993894643E-2	-5.485853886E-2	1.470674442E-1	1.338598725E-1	6.091278749E-2
3.400000000E0	9.368362292E-2	-5.331278676E-2	6.806042487E-2	9.412845686E-3	-6.740637781E-2
3.433333333E0	9.544518791E-2	-5.423101582E-2	1.072085251E-1	-1.071907522E-1	-1.952052013E-3
3.466666667E0	9.355348612E-2	-6.045883691E-2	3.151302611E-1	-2.744724626E-1	-1.548287723E-1
3.500000000E0	8.512326976E-2	-7.252917999E-2	2.977393374E-1	5.345531462E-3	-2.976913474E-1
3.533333333E0	7.370739630E-2	-6.010246814E-2	3.312113671E-1	2.941904633E-1	-1.521609050E-1
3.566666667E0	7.497920943E-2	-5.291648243E-2	3.403023565E-1	1.141963251E-1	-3.205696386E-1
3.600000000E0	5.233608706E-2	-5.248937980E-2	4.811271236E-1	1.300262189E-1	-4.632240187E-1
3.633333333E0	4.409760818E-2	-4.424806784E-2	2.407558885E-1	2.380649388E-1	-3.589544176E-2
3.666666667E0	4.994305761E-2	-3.661838388E-2	3.461914572E-1	3.292021808E-1	-1.071188553E-1
3.700000000E0	3.695635116E-2	-2.230125578E-2	4.440371553E-1	3.608999093E-1	-2.586894872E-1
3.733333333E0	3.269709179E-2	-1.255838993E-2	2.987599014E-1	2.888354884E-1	-7.636451619E-2
3.766666667E0	3.186538341E-2	-3.045556559E-3	2.854584636E-1	2.854509236E-1	-2.074764285E-3
3.800000000E0	3.255877418E-2	6.471671646E-3	2.818433755E-1	2.816193828E-1	1.123439125E-2
3.833333333E0	3.261434283E-2	1.572906896E-2	2.521519401E-1	2.511281948E-1	2.269869258E-2
3.866666667E0	3.407202035E-2	2.321355130E-2	2.807417528E-2	-2.353644381E-2	-1.530343524E-2
3.900000000E0	3.159411381E-2	1.415997271E-2	1.155658901E-1	-1.049976020E-1	4.828020842E-2
3.933333333E0	3.729070091E-2	1.621371117E-2	1.961675224E-1	3.080418425E-2	1.937338357E-1
3.966666667E0	4.450970286E-2	1.621358499E-2	2.329691339E-1	-3.401022198E-2	2.304732569E-1
4.000000000E0	5.265558470E-2	1.394636304E-2	2.784822959E-1	-9.946515379E-2	2.601135758E-1
4.033333333E0	6.185060791E-2	9.582574736E-3	3.174742877E-1	-1.586191731E-1	2.750088749E-1
4.066666667E0	7.098950969E-2	3.371751500E-3	4.011795992E-1	-1.087182864E-2	4.010322608E-1
4.100000000E0	8.858609197E-2	8.857786160E-3	3.989350819E-1	-6.885114376E-2	3.929487493E-1
4.133333333E0	9.718609298E-2	-1.218324750E-3	3.520353449E-1	-2.709237614E-1	2.247870093E-1
4.166666667E0	1.035718926E-1	-9.203797931E-3	2.655696344E-1	-2.189381540E-1	1.503107296E-1
4.200000000E0	1.072068083E-1	-1.581420168E-2	2.569510905E-1	-2.331421662E-1	1.080212629E-1
4.233333333E0	1.107733101E-1	-2.474660901E-2	3.720549037E-1	-3.444060653E-1	1.407455632E-1
4.266666667E0	1.165898458E-1	-3.877460603E-2	2.950963976E-1	-2.756484634E-1	1.053556286E-1
4.300000000E0	1.177970187E-1	-4.312317324E-2	1.154042130E-1	-1.093735925E-1	-3.681778987E-2
4.333333333E0	1.141353265E-1	-4.606617886E-2	1.654974334E-1	-7.432252022E-2	-1.478700898E-1
4.366666667E0	1.079390127E-1	-4.807800792E-2	3.486152014E-1	-7.998063436E-2	-3.393164552E-1
4.400000000E0	9.151422950E-2	-5.139822116E-2	3.233278142E-1	1.560703195E-1	-2.831659069E-1
4.433333333E0	8.906128558E-2	-3.767331995E-2	2.638760526E-1	1.618309551E-1	-2.084257976E-1
4.466666667E0	7.761917633E-2	-4.060949082E-2	3.436948580E-1	-1.794321204E-2	-3.432261595E-1
4.500000000E0	6.617954161E-2	-3.886953409E-2	4.412823201E-1	-7.204477878E-2	-4.353615002E-1
4.533333333E0	4.859507631E-2	-4.541247607E-2	3.537414308E-1	9.621787981E-2	-3.404043470E-1
4.566666667E0	4.348591847E-2	-3.245500877E-2	3.420417633E-1	3.100378571E-1	-1.444613963E-1
4.600000000E0	3.896431656E-2	-2.474328560E-2	2.447271281E-1	2.791392233E-2	-2.431299656E-1
4.633333333E0	2.727725410E-2	-3.059408061E-2	3.135398548E-1	-6.492680122E-2	-3.067437873E-1
4.666666667E0	1.851473074E-2	-2.907173901E-2	3.765097337E-1	2.091906303E-1	-3.130476956E-1
4.700000000E0	6.407407729E-3	-1.664803859E-2	3.477255523E-1	2.538374507E-1	-2.376543884E-1
4.733333333E0	2.671104847E-3	-1.214924230E-2	1.437811752E-1	1.240538024E-1	-7.268892932E-2
4.766666667E0	1.561479107E-3	-8.377785095E-3	9.305728271E-2	9.299623821E-2	3.370095762E-3
4.800000000E0	2.895777898E-3	-5.949493083E-3	1.725185288E-1	1.660015493E-1	4.696944116E-2
4.833333333E0	4.692775185E-3	2.688984861E-3	3.111176166E-1	4.098797473E-3	3.110906157E-1
4.866666667E0	2.363515228E-2	-5.676239919E-3	2.091617413E-1	-4.083521548E-2	2.051368304E-1
4.900000000E0	1.836856388E-2	-3.336283760E-5	1.318139008E-1	-3.777175818E-2	1.262861778E-1
4.933333333E0	3.205423080E-2	-8.194357131E-3	3.063111518E-1	-1.714024182E-1	2.538655801E-1
4.966666667E0	3.529293588E-2	-1.146019072E-2			
5.000000000E0		-1.748314701E-3		-1.742806281E-3	
5.033333333E0	3.623909572E-2	-1.157637780E-2			
5.066666667E0	4.418213168E-2	-1.154631406E-2	6.070370981E-2	-3.401896953E-2	5.027574064E-2
5.100000000E0	3.959081177E-2	-1.384430910E-2	7.174311656E-2	-6.919000801E-2	-1.896885779E-2
5.133333333E0	4.291754117E-2	-1.615898126E-2	8.899692445E-2	-4.621444541E-2	7.605706803E-2
5.166666667E0	4.466128297E-2	-1.692527213E-2	3.092576998E-2	-1.718473332E-2	2.571163530E-2
5.200000000E0	4.463165019E-2	-1.730463015E-2	2.364274425E-2	-1.877895033E-2	1.436420483E-2
5.233333333E0	4.561889662E-2	-1.817720215E-2	2.254117294E-2	-1.977439063E-2	1.082025659E-2
5.266666667E0	4.535300063E-2	-1.862292285E-2	7.555696053E-3	5.837663910E-3	-4.796897218E-3
5.300000000E0	4.529910347E-2	-1.778802456E-2	4.883352038E-2	1.228688475E-2	-4.726251343E-2
5.333333333E0	4.220216640E-2	-1.780379720E-2	1.173789120E-1	2.505110428E-2	-1.146745445E-1
5.366666667E0	3.765413384E-2	-1.611795094E-2	9.826445196E-2	5.832475928E-2	-7.908302583E-2
5.400000000E0	3.692996467E-2	-1.391547992E-2	7.061466409E-2	6.866020567E-2	-1.649869517E-2
5.433333333E0	3.655422083E-2	-1.154060389E-2	1.088847152E-1	7.541267168E-2	-7.854177332E-2
5.466666667E0	3.169384645E-2	-8.887968474E-3	1.487348665E-1	8.334948256E-2	-1.231865426E-1
5.500000000E0	2.834178466E-2	-5.983971724E-3	1.768626676E-1	9.738501451E-2	-1.476365880E-1
5.533333333E0	2.185140725E-2	-2.395634173E-3	3.126285673E-1	9.805187408E-2	-2.968542590E-1
5.566666667E0	8.551500724E-3	5.528198817E-4			
5.600000000E0		2.037937744E-3		1.363810692E-2	
5.633333333E0	1.438059354E-2	1.462027010E-3			
5.666666667E0	9.590828888E-3	2.702353203E-3			
5.700000000E0		-9.074964448E-3		-5.343349157E-2	
5.733333333E0	1.372426514E-2	-8.598795683E-4			
5.766666667E0	6.179691545E-3	-9.618220313E-3	1.595813828E-1	-1.313751112E-1	9.059137868E-2
5.800000000E0	1.976369038E-2	-9.618220313E-3	3.750644554E-1	-3.045315844E-1	2.189380272E-1
5.833333333E0	2.077556003E-2	-2.992032594E-2	4.710224739E-1	-3.912372640E-1	2.622891042E-1
5.866666667E0	3.724963066E-2	-3.570070458E-2	3.244202568E-1	-1.004249016E-1	3.084855623E-1
5.900000000E0	4.134126418E-2	-3.661531938E-2	3.499622718E-1	-6.292686952E-2	3.442583343E-1
5.933333333E0	6.020018628E-2	-3.989582922E-2	3.512951319E-1	4.341755131E-2	3.486017584E-1
5.966666667E0	6.458138140E-2	-3.372081596E-2	2.110363569E-1	5.748227090E-2	2.030569685E-1
6.000000000E0	7.373731751E-2	-3.606367782E-2	2.992505142E-1	-6.026078302E-2	2.931202966E-1
6.033333333E0	8.412273451E-2	-3.773820150E-2	1.896793404E-1	-1.067363229E-2	1.893787891E-1
6.066666667E0	8.636257012E-2	-3.677525331E-2	3.028583714E-1	4.122845894E-2	3.000390096E-1
6.100000000E0	1.041253351E-1	-3.498963757E-2	3.148008890E-1	-1.247212612E-1	2.890401473E-1
6.133333333E0	1.056319133E-1	-4.509000405E-2	1.733560742E-1	-1.384016070E-1	-1.043902469E-1
6.166666667E0	9.716598535E-2	-4.421641136E-2	1.397266487E-1	7.436558917E-2	1.182932606E-1
6.200000000E0	1.135181306E-1	-4.013229811E-2	3.255644798E-1	2.425020099E-1	2.172210987E-1
6.233333333E0	1.116473919E-1	-2.804961071E-2	3.201640288E-1	3.134193894E-1	6.537041899E-2
6.266666667E0	1.178761586E-1	-1.923767215E-2	3.392830967E-1	3.085984269E-1	-1.409965625E-1
6.300000000E0	1.022476211E-1	-7.476382245E-3	4.793653862E-1	1.325897210E-1	-4.606638030E-1
6.333333333E0	8.716523838E-2	-1.039835741E-2	2.060075340E-1	-9.786989976E-3	-2.057749229E-1
6.366666667E0	8.852929290E-2	-8.128848244E-3	1.983197992E-1	1.688128157E-1	-1.040815835E-1
6.400000000E0	8.022646615E-2	8.558302982E-4	4.272011628E-1	2.378599969E-1	-3.548569506E-1
6.433333333E0	6.487216286E-2	7.728484881E-3	4.086190428E-1	2.090276012E-1	-3.511082228E-1
6.466666667E0	5.681925130E-2	1.479100371E-2	2.883470695E-1	1.654199231E-1	-2.361784950E-1
6.500000000E0	4.912692986E-2	1.875647976E-2	2.285413818E-1	7.984974533E-2	-2.141382296E-1
6.533333333E0	4.254336933E-2	2.011432006E-2	1.786845803E-1	8.951935956E-3	-1.784601975E-1
6.566666667E0	3.722958337E-2	1.935327549E-2	3.315483432E-1	3.566265137E-2	-3.296247551E-1
6.600000000E0	2.056838566E-2	2.249183016E-2	2.739232537E-1	-2.885497034E-2	-2.723992283E-1
6.633333333E0	1.906963481E-2	1.742961080E-2	3.066820480E-1	-2.746819251E-1	1.363954494E-1
6.666666667E0	2.966141562E-2	4.179701816E-3	3.620499988E-1	-3.170645951E-1	1.747862814E-1
6.700000000E0	3.072205357E-2	-3.708028880E-3	2.606643657E-1	-2.543599911E-1	5.698163277E-2
6.733333333E0	3.346019114E-2	-1.277763092E-2	3.164898285E-1	-3.019039134E-1	9.497283105E-2
6.766666667E0	3.705357564E-2	-2.383495644E-2	4.105048408E-1	-3.622378977E-1	1.931267195E-1
6.800000000E0	4.633530577E-2	-3.692682411E-2	2.611318760E-1	-2.254047360E-1	1.318429433E-1
6.833333333E0	4.584310519E-2	-3.886193884E-2	1.859166561E-1	-1.580531173E-1	9.789900464E-2
6.866666667E0	5.286190608E-2	-4.746369859E-2	2.711209718E-1	-2.113526511E-1	1.698135396E-1
6.900000000E0	5.716400783E-2	-5.295211558E-2	3.704973136E-1	-2.319364447E-1	2.889182324E-1
6.933333333E0	7.212312158E-2	-6.292612824E-2	4.086962481E-1	-2.595228522E-1	3.157222076E-1
6.966666667E0	7.821215501E-2	-7.025363906E-2	1.138257426E-1	-1.129181540E-1	1.434538880E-2
7.000000000E0	7.307948083E-2	-7.045400517E-2	2.048816768E-1	1.899715682E-4	2.048815888E-1
7.033333333E0	9.187092759E-2	-7.024097428E-2	3.651901580E-1	6.402576852E-2	3.595337988E-1
7.066666667E0	9.704840075E-2	-6.618562060E-2	9.978841078E-2	9.255848664E-2	3.729146655E-2
7.100000000E0	9.435702536E-2	-6.407040851E-2	1.155852406E-1	1.127188200E-1	-2.558154533E-2
7.133333333E0	9.534296439E-2	-5.867103261E-2	1.340810497E-1	1.314992712E-1	2.618529288E-2
7.166666667E0	9.610271155E-2	-5.530379043E-2	1.479749305E-1	1.269394694E-1	-7.604571746E-2
7.200000000E0	9.027324990E-2	-5.020840131E-2	2.784288943E-1	2.673166588E-1	-7.787459868E-2
7.233333333E0	9.091107164E-2	-3.748267984E-2	3.545309072E-1	3.351878893E-1	-1.155042987E-1
7.266666667E0	8.257296332E-2	-2.786254202E-2	3.549934718E-1	2.501221817E-1	-2.519112131E-1
7.300000000E0	7.411699077E-2	-2.080786773E-2	4.018423926E-1	3.156387507E-1	-2.486955720E-1
7.333333333E0	6.599325852E-2	-6.819958640E-3	4.256046215E-1	3.423954623E-1	-2.527936732E-1
7.366666667E0	5.726407922E-2	2.018496425E-3	4.261358573E-1	4.225151768E-1	-5.543188877E-2
7.400000000E0	6.229779927E-2	2.134771981E-2	2.984781356E-1	2.306347390E-1	-1.894645470E-1
7.433333333E0	4.463310942E-2	1.739414569E-2	3.241761760E-1	4.637178536E-2	-3.208424078E-1
7.466666667E0	4.090830542E-2	2.443917217E-2	1.386196389E-1	1.057530994E-1	8.961967561E-2
7.500000000E0	5.060775446E-2	2.444435232E-2	7.226785024E-2	6.435029505E-2	-3.288892981E-2
7.533333333E0	3.871571010E-2	2.872919184E-2	1.379208908E-1	1.580894400E-3	-1.379118302E-1
7.566666667E0	4.141363245E-2	2.454974528E-2	1.928937687E-1	-1.670899869E-1	9.637915888E-2
7.600000000E0	4.514098736E-2	1.758985938E-2	3.173378520E-1	-2.776366921E-2	3.161210069E-1
7.633333333E0	6.248836624E-2	2.269883400E-2	3.570021599E-1	-2.131676344E-1	2.863740593E-1
7.666666667E0	6.423259131E-2	3.378683754E-3	3.220519059E-1	-3.121189055E-1	-7.936761875E-2
7.700000000E0	5.719719166E-2	1.890906969E-3	3.293894122E-1	-3.003812874E-1	1.351608931E-1
7.733333333E0	7.324331752E-2	-1.664673541E-2	3.734409403E-1	-2.308620162E-1	2.935317110E-1
7.766666667E0	7.676597239E-2	-1.349989411E-2	3.375022117E-1	-3.312529080E-1	6.464714857E-2
7.800000000E0	7.755312742E-2	-3.873026261E-2	5.396558527E-1	-4.722523949E-1	2.611630044E-1
7.833333333E0	9.417683935E-2	-4.498338710E-2	3.367738982E-1	-1.380222046E-1	3.071913566E-1
7.866666667E0	9.803255119E-2	-4.793174291E-2	1.706323112E-1	-1.518541845E-1	7.781832858E-2
7.900000000E0	9.936472792E-2	-5.510699940E-2	1.942856537E-1	-1.896730534E-1	4.208382168E-2
7.933333333E0	1.008381393E-1	-6.057661314E-2	1.852096277E-1	-1.740359906E-1	-6.335676892E-2
7.966666667E0	9.514094333E-2	-6.670939878E-2	3.432666457E-1	-9.426864179E-2	-3.300688007E-1
8.000000000E0	7.883355259E-2	-6.686118926E-2	1.592374370E-1	-9.597566775E-3	-1.589479413E-1
8.033333333E0	8.454441390E-2	-6.734923656E-2	2.732084411E-2	-2.620726247E-2	7.720616364E-3
8.066666667E0	7.934826035E-2	-6.860834009E-2	1.857446698E-1	7.073186140E-2	-1.717500688E-1
8.100000000E0	7.309440931E-2	-6.263377913E-2	2.565066909E-1	1.816490119E-1	-1.811058226E-1
8.133333333E0	6.727453884E-2	-5.649840597E-2	2.615030928E-1	1.652089347E-1	-2.027063774E-1
8.166666667E0	5.958065082E-2	-5.161985015E-2	4.715614999E-1	3.100259384E-1	-3.553226220E-1
8.200000000E0	4.358636404E-2	-3.583001007E-2	4.072331857E-1	3.193912921E-1	-2.526421780E-1
8.233333333E0	4.273783895E-2	-3.032709735E-2	2.094189829E-1	1.972983336E-1	-7.021166525E-2
8.266666667E0	3.890558636E-2	-2.267678783E-2	2.631925156E-1	2.301986637E-1	-1.275886967E-1
8.300000000E0	3.423192584E-2	-1.498051977E-2	2.784789954E-1	2.529578193E-1	-1.164598322E-1
8.333333333E0	3.114159755E-2	-5.812933207E-3	2.597872334E-1	2.503920102E-1	-6.923328565E-2
8.366666667E0	2.961637347E-2	1.712280911E-3	2.128782696E-1	2.116250672E-1	-2.306487828E-2
8.400000000E0	2.960393900E-2	8.295404604E-3	1.730123028E-1	1.718379216E-1	2.012425396E-2
8.433333333E0	3.095799040E-2	1.316814235E-2	1.328963579E-1	1.139482045E-1	6.839041330E-2
8.466666667E0	3.416329988E-2	1.589195157E-2	1.351285056E-1	6.461152122E-2	1.186805138E-1
8.500000000E0	3.887002465E-2	1.747557710E-2	1.749408010E-1	1.414462612E-2	1.743680401E-1
8.533333333E0	4.578783589E-2	1.683492665E-2	1.756782574E-1	-2.875883839E-2	1.733083360E-1
8.566666667E0	5.042391372E-2	1.555832121E-2	2.481256309E-1	-1.375473540E-1	2.065116320E-1
8.600000000E0	5.955527802E-2	7.665103051E-3	4.322041416E-1	-5.981948453E-2	4.280444478E-1
8.633333333E0	7.896021024E-2	1.157035557E-2	3.436679320E-1	6.506046141E-3	3.436063428E-1
8.666666667E0	8.246236754E-2	8.098839460E-3	2.782695569E-1	-2.368317314E-1	1.460981768E-1
8.700000000E0	8.870008869E-2	-4.218426520E-3	4.917081682E-1	-2.924383124E-1	3.952932533E-1
