质量_A
t	x	y	v	v_{y}	v_{x}
3.133333333E0	7.668197409E-2	-2.505217478E-2	2.705228388E-1	4.943111477E-2	-2.659683650E-1
3.166666667E0	6.606088623E-2	-2.329505015E-2	3.241762030E-1	-3.158813527E-2	-3.226335387E-1
3.200000000E0	5.517307150E-2	-2.715805047E-2	4.895449299E-1	-1.831923129E-1	-4.539766677E-1
3.233333333E0	3.579577505E-2	-3.550787101E-2	3.349704036E-1	-1.038514209E-1	-3.184651530E-1
3.266666667E0	3.394206130E-2	-3.408147853E-2	1.175882309E-1	2.199550661E-2	-1.155127254E-1
3.300000000E0	2.809492669E-2	-3.404150390E-2	3.256403220E-1	-1.063386908E-1	-3.077884048E-1
3.333333333E0	1.342283431E-2	-4.117072458E-2	2.139378498E-1	-3.352061294E-2	-2.112954616E-1
3.366666667E0	1.400856258E-2	-3.627621143E-2	1.818822097E-1	-5.453371126E-2	1.735143007E-1
3.400000000E0	2.499045436E-2	-4.480630533E-2	1.344872240E-1	-1.344521726E-1	-3.070296551E-3
3.433333333E0	1.380387614E-2	-4.523968960E-2	1.094838766E-1	1.362119279E-2	-1.086332470E-1
3.466666667E0	1.774823789E-2	-4.389822581E-2	3.453775356E-1	-5.767109835E-2	3.405285400E-1
3.500000000E0	3.650577881E-2	-4.908442949E-2	3.068107014E-1	-4.923416684E-2	3.028346138E-1
3.533333333E0	3.793721214E-2	-4.718050360E-2	2.398726924E-1	-1.218121085E-1	2.066415225E-1
3.566666667E0	5.028188031E-2	-5.720523673E-2	3.147395844E-1	-5.235541908E-3	3.146960361E-1
3.600000000E0	5.891694788E-2	-4.752953973E-2	3.387020397E-1	2.843176640E-1	1.840720989E-1
3.633333333E0	6.255335357E-2	-3.825072579E-2			
3.666666667E0		-3.492381189E-2		1.416319806E-1	
3.700000000E0	7.140625000E-2	-2.880859375E-2			
3.733333333E0	7.471177642E-2	-1.974453525E-2	2.514155098E-1	2.473821052E-1	4.485367991E-2
3.766666667E0	7.439649533E-2	-1.231645340E-2	1.868022957E-1	1.603824384E-1	-9.577354072E-2
3.800000000E0	6.832687371E-2	-9.052372691E-3	2.336024822E-1	8.203959546E-2	-2.187227114E-1
3.833333333E0	5.981498124E-2	-6.847147038E-3	3.121593545E-1	4.654187112E-2	-3.086702397E-1
3.866666667E0	4.774885773E-2	-5.949581284E-3	3.242879434E-1	-9.594025537E-2	-3.097711053E-1
3.900000000E0	3.916357422E-2	-1.324316406E-2	2.416395240E-1	-1.859681911E-1	-1.542902831E-1
3.933333333E0	3.746283886E-2	-1.834746069E-2	2.410774480E-1	-2.409801767E-1	6.847653970E-3
3.966666667E0	3.962008448E-2	-2.930850918E-2	3.631272063E-1	-3.591825768E-1	5.337831477E-2
4.000000000E0	4.102139317E-2	-4.229296581E-2	3.591917630E-1	-3.514131523E-1	-7.434728640E-2
4.033333333E0	3.466359872E-2	-5.273605266E-2	3.132195287E-1	-3.022277069E-1	-8.224892908E-2
4.066666667E0	3.553813124E-2	-6.244147961E-2	2.846442195E-1	-2.761512435E-1	6.901320471E-2
4.100000000E0	3.926447904E-2	-7.114613556E-2	2.071508632E-1	-1.026596613E-1	1.799235228E-1
4.133333333E0	4.753303276E-2	-6.928545703E-2	1.618834461E-1	-7.950125933E-2	1.410170198E-1
4.166666667E0	4.866561369E-2	-7.644621952E-2	4.593729389E-2	-1.364545473E-2	4.386384086E-2
4.200000000E0	5.045728881E-2	-7.019515401E-2	1.236847164E-1	1.152596957E-1	4.486771248E-2
4.233333333E0	5.165679452E-2	-6.876223980E-2	6.305337665E-2	3.270792604E-2	5.390658477E-2
4.266666667E0	5.405106113E-2	-6.801462561E-2	9.848425267E-2	1.591360163E-2	9.719004737E-2
4.300000000E0	5.813613101E-2	-6.770133303E-2	1.361036526E-1	1.328023922E-1	-2.979477918E-2
4.333333333E0	5.206474252E-2	-5.916113279E-2	1.084145987E-1	7.104742460E-2	8.189010121E-2
4.366666667E0	6.359547109E-2	-6.296483805E-2	1.887516562E-1	1.137683382E-1	1.506119284E-1
4.400000000E0	6.210553774E-2	-5.157657692E-2	2.873278229E-1	2.866016967E-1	-2.041434063E-2
4.433333333E0	6.223451505E-2	-4.385805828E-2	2.768127937E-1	2.766522434E-1	-9.426502982E-3
4.466666667E0	6.147710421E-2	-3.313309402E-2	4.607645655E-1	4.550269348E-1	-7.248774673E-2
4.500000000E0	5.740199860E-2	-1.352292929E-2	4.514385547E-1	4.428085191E-1	-8.784864329E-2
4.533333333E0	5.562052799E-2	-3.612526084E-3	2.499769155E-1	1.694243821E-1	-1.838038004E-1
4.566666667E0	4.514841191E-2	-2.227970483E-3	1.034357097E-1	7.877887140E-2	6.702861677E-2
4.600000000E0	6.008910244E-2	1.639398676E-3	2.260833386E-1	9.694845683E-3	2.258753771E-1
4.633333333E0	6.020677038E-2	-1.581647437E-3	1.782688863E-1	-1.782072362E-1	4.687940949E-3
4.666666667E0	6.040163184E-2	-1.024108374E-2	3.113511397E-1	-3.100319530E-1	2.863075819E-2
4.700000000E0	6.211548760E-2	-2.225044430E-2	4.057145870E-1	-4.027141682E-1	4.925063251E-2
4.733333333E0	6.368500734E-2	-3.708869495E-2	4.553188163E-1	-4.539359721E-1	3.545923908E-2
4.766666667E0	6.447943687E-2	-5.251284245E-2	3.710493271E-1	-3.710330279E-1	3.477838900E-3
4.800000000E0	6.391686327E-2	-6.182423015E-2	6.671869338E-2	-4.884810545E-2	-4.544498476E-2
4.833333333E0	6.144977122E-2	-5.576938281E-2	9.183173765E-2	-7.531229792E-2	5.254641589E-2
4.866666667E0	6.741995766E-2	-6.684505001E-2	1.713859457E-1	-1.691439412E-1	2.763095281E-2
4.900000000E0	6.329183474E-2	-6.704564556E-2	1.967483220E-1	3.760085358E-2	-1.931219253E-1
4.933333333E0	5.454516264E-2	-6.433832643E-2	2.297802328E-1	5.228821375E-2	-2.237518673E-1
4.966666667E0	4.837504359E-2	-6.355976464E-2	1.124919004E-1	-1.112505403E-1	-1.666568125E-2
5.000000000E0	5.343411722E-2	-7.175502912E-2	6.320674879E-2	-6.025472671E-2	1.909086172E-2
5.033333333E0	4.964776770E-2	-6.757674642E-2	1.552402933E-1	8.818489400E-2	-1.277613914E-1
5.066666667E0	4.491669113E-2	-6.587603619E-2	3.357722989E-1	2.958373314E-1	-1.588184815E-1
5.100000000E0	3.905986894E-2	-4.785425766E-2	4.092921354E-1	3.930998736E-1	-1.139848302E-1
5.133333333E0	3.731770245E-2	-3.966937795E-2	9.656579132E-2	7.786807574E-2	5.710967373E-2
5.166666667E0	4.286718052E-2	-4.266305261E-2	2.841057684E-1	2.740768738E-1	7.481948218E-2
5.200000000E0	4.230566793E-2	-2.139758637E-2	2.683733424E-1	2.681325026E-1	-1.136714480E-2
5.233333333E0	4.210937087E-2	-2.478755244E-2	2.587651830E-1	1.879197906E-1	1.778920241E-1
5.266666667E0	5.416513620E-2	-8.869600328E-3	4.156455791E-1	2.880740369E-1	2.996240923E-1
5.300000000E0	6.208431035E-2	-5.582616640E-3	2.619170095E-1	7.715654872E-2	2.502946001E-1
5.333333333E0	7.085144288E-2	-3.725830413E-3	1.397215455E-1	1.426468378E-2	1.389914712E-1
5.366666667E0	7.135040843E-2	-4.631637722E-3	2.468634677E-1	-2.118149102E-1	1.267912280E-1
5.400000000E0	7.930419141E-2	-1.784682443E-2	3.118034145E-1	-3.067952686E-1	5.565997188E-2
5.433333333E0	7.506107322E-2	-2.508465563E-2	4.118461200E-1	-3.346958023E-1	-2.399915551E-1
5.466666667E0	6.330475440E-2	-4.015987791E-2	3.832566573E-1	-2.896746957E-1	-2.509466797E-1
5.500000000E0	5.833129458E-2	-4.439630201E-2	1.254135247E-1	-8.345170563E-2	-9.361818733E-2
5.533333333E0	5.706354191E-2	-4.572332496E-2	1.338667584E-1	-1.167516414E-2	-1.333566630E-1
5.566666667E0	4.944085038E-2	-4.517464629E-2	3.155206402E-1	6.513188861E-2	-3.087249771E-1
5.600000000E0	3.648187677E-2	-4.138119905E-2	2.049785431E-1	-9.559854156E-2	-1.813204952E-1
5.633333333E0	3.735281737E-2	-5.154788239E-2	1.481054867E-1	-1.355098392E-1	-5.976887714E-2
5.666666667E0	3.249728496E-2	-5.041518833E-2	1.516503984E-1	1.462496398E-1	-4.011092368E-2
5.700000000E0	3.467875579E-2	-4.179790641E-2	1.285109358E-1	1.270041921E-1	1.962130992E-2
5.733333333E0	3.380537229E-2	-4.194824219E-2	3.476821844E-2	1.456421754E-2	3.157075515E-2
5.766666667E0	3.678347280E-2	-4.082695857E-2	4.092166199E-2	-1.660631070E-2	3.740070674E-2
5.800000000E0	3.629875274E-2	-4.305532957E-2	2.479925535E-1	1.695177859E-1	1.810083614E-1
5.833333333E0	4.885069689E-2	-2.952577285E-2	4.102151583E-1	2.307316909E-1	3.391745316E-1
5.866666667E0	5.891038818E-2	-2.767321684E-2	3.075781777E-1	1.437462929E-1	2.719215672E-1
5.900000000E0	6.697880137E-2	-1.994268665E-2	2.877031226E-1	1.418572102E-1	2.502990585E-1
5.933333333E0	7.559699208E-2	-1.821606950E-2	1.871386002E-1	2.332435348E-2	1.856793748E-1
5.966666667E0	7.935742636E-2	-1.838772975E-2	1.055791801E-1	8.488171048E-2	6.278581452E-2
6.000000000E0	7.978271305E-2	-1.255728880E-2	3.573928227E-2	-1.637166938E-2	-3.176892725E-2
6.033333333E0	7.723949787E-2	-1.947917438E-2	1.805901233E-1	-1.098346651E-1	-1.433497086E-1
6.066666667E0	7.022606581E-2	-1.987959981E-2	2.109426872E-1	-5.439202653E-2	-2.038095306E-1
6.100000000E0	6.365219584E-2	-2.310530948E-2	3.422322065E-1	-1.996719996E-1	-2.779459942E-1
6.133333333E0	5.169633286E-2	-3.319106645E-2	2.682462103E-1	-7.527577460E-2	-2.574676428E-1
6.166666667E0	4.648768632E-2	-2.812369445E-2	1.534142173E-1	-4.324304171E-3	-1.533532603E-1
6.200000000E0	4.147278217E-2	-3.347935339E-2	1.396385732E-1	-9.674299283E-2	-1.006961988E-1
6.233333333E0	3.977460640E-2	-3.457322731E-2	2.432882239E-1	-1.637279323E-1	-1.799508935E-1
6.266666667E0	2.947605594E-2	-4.439454888E-2	1.791735581E-1	-1.539008416E-1	-9.174799655E-2
6.300000000E0	3.365807330E-2	-4.483328342E-2	1.574227207E-1	-3.564864060E-2	1.533332560E-1
6.333333333E0	3.969827301E-2	-4.677112492E-2	2.439633543E-1	1.255306010E-1	2.091893554E-1
6.366666667E0	4.760403033E-2	-3.646457668E-2	1.328942965E-1	2.753811451E-2	1.300097930E-1
6.400000000E0	4.836559254E-2	-4.493525062E-2	1.794319460E-1	-6.190738372E-3	1.793251182E-1
6.433333333E0	5.955903821E-2	-3.687729257E-2	4.171623475E-1	2.033464816E-1	3.642452918E-1
6.466666667E0	7.264861200E-2	-3.137881851E-2	2.441985411E-1	2.225051287E-1	1.006200535E-1
6.500000000E0	6.626704177E-2	-2.204361733E-2	2.335357651E-1	2.327166626E-1	1.954247986E-2
6.533333333E0	7.395144399E-2	-1.586437434E-2	1.720014647E-1	1.147008997E-1	1.281725690E-1
6.566666667E0	7.481187971E-2	-1.439689068E-2	1.335327498E-1	5.426234199E-3	-1.334224540E-1
6.600000000E0	6.505661372E-2	-1.550262539E-2	2.675342478E-1	-5.228604170E-3	-2.674831498E-1
6.633333333E0	5.697966972E-2	-1.474546429E-2	3.175535903E-1	-1.417130567E-1	-2.841789792E-1
6.666666667E0	4.611134843E-2	-2.495016251E-2	1.821177427E-1	-1.240352063E-1	-1.333496899E-1
6.700000000E0	4.808969039E-2	-2.301447804E-2	5.673025544E-2	-2.210083254E-2	-5.224820651E-2
6.733333333E0	4.262813467E-2	-2.642355134E-2	2.868735980E-1	-1.758833532E-1	-2.266307731E-1
6.766666667E0	3.298097218E-2	-3.474003492E-2	2.472935448E-1	-1.841775364E-1	-1.650234298E-1
6.800000000E0	3.162657268E-2	-3.870205377E-2	2.066213383E-1	-1.489715932E-1	1.431776583E-1
6.833333333E0	4.252614940E-2	-4.467147447E-2	1.918013382E-1	-1.721475598E-1	8.457523879E-2
6.866666667E0	3.726492193E-2	-5.017855776E-2	8.827167116E-2	-5.580614617E-2	6.839270413E-2
6.900000000E0	4.708566301E-2	-4.839188421E-2	1.112045889E-1	2.391889954E-2	1.086017810E-1
6.933333333E0	4.450504066E-2	-4.858396445E-2	2.465296640E-1	6.309417510E-2	2.383191144E-1
6.966666667E0	6.297360397E-2	-4.418560587E-2	3.676592549E-1	1.122480748E-1	3.501052662E-1
7.000000000E0	6.784539174E-2	-4.110075947E-2	1.914610768E-1	1.425897588E-1	1.277712981E-1
7.033333333E0	7.149169051E-2	-3.467962195E-2	1.956417220E-1	1.618713371E-1	1.098788133E-1
7.066666667E0	7.517064596E-2	-3.030933700E-2	2.027330371E-1	1.970036300E-1	-4.785659915E-2
7.100000000E0	6.830125057E-2	-2.154604662E-2	3.147757718E-1	2.292418009E-1	-2.157127331E-1
7.133333333E0	6.078979708E-2	-1.502655027E-2	2.336156294E-1	9.132748749E-2	-2.150245389E-1
7.166666667E0	5.396628131E-2	-1.545754745E-2	9.797870788E-2	8.724778177E-2	-4.458308842E-2
7.200000000E0	5.781759119E-2	-9.210031486E-3	9.836993653E-2	-2.085236724E-3	-9.834783272E-2
7.233333333E0	4.740975913E-2	-1.559656323E-2	2.502605450E-1	-1.521217167E-1	-1.987192081E-1
7.266666667E0	4.456964398E-2	-1.935147927E-2			-4.322913903E-3
7.300000000E0	4.712156487E-2				1.817409032E-2
7.333333333E0	4.578125000E-2	-3.287109375E-2			1.698433886E-2
7.366666667E0	4.825385412E-2	-3.428372928E-2	1.017466279E-1	-6.789560450E-2	7.577970169E-2
7.400000000E0	5.083323011E-2	-3.739746738E-2	1.925203914E-1	-1.521527522E-1	1.179560982E-1
7.433333333E0	5.611759400E-2	-4.442724609E-2	2.042792666E-1	-1.655858408E-1	1.196300467E-1
7.466666667E0	5.880856656E-2	-4.843652344E-2	1.856210766E-1	-1.718261719E-2	1.848240832E-1
7.500000000E0	6.843919955E-2	-4.557275391E-2	3.151217383E-1	2.772400322E-1	1.497987801E-1
7.533333333E0	6.879515190E-2	-2.995385463E-2	5.584073445E-1	5.554028320E-1	-5.784856556E-2
7.566666667E0	6.458262851E-2	-8.545898437E-3	1.286344786E-1	-4.129484362E-3	-1.285681782E-1
7.600000000E0	6.022394003E-2	-3.022915358E-2	2.733591767E-1	-2.310702529E-1	-1.460540232E-1
7.633333333E0	5.484569363E-2	-2.395058196E-2	2.255087148E-1	1.606425753E-1	-1.582660528E-1
7.666666667E0	4.967286984E-2	-1.951964856E-2	1.557522408E-1	8.827684794E-2	-1.283197516E-1
7.700000000E0	4.629104353E-2	-1.806545877E-2	6.570622419E-2	-5.921296508E-3	-6.543887335E-2
7.733333333E0	4.531027828E-2	-1.991440166E-2	1.231751442E-1	8.262895292E-2	9.134863047E-2
7.766666667E0	5.238095223E-2	-1.255686191E-2	1.813613960E-1	-1.574627454E-1	8.998577537E-2
7.800000000E0	5.130932997E-2	-3.041191803E-2	1.492643403E-1	-1.491258198E-1	-6.429085409E-3
7.833333333E0	5.195234653E-2	-2.249858323E-2	1.971505362E-1	-1.935010199E-1	3.775829974E-2
7.866666667E0	5.382654996E-2	-4.331198602E-2	4.046280250E-1	-3.528156120E-1	1.981034643E-1
7.900000000E0	6.515924415E-2	-4.601962403E-2	1.590127918E-1	-1.138072244E-1	1.110539672E-1
7.933333333E0	6.123014777E-2	-5.089913432E-2	1.325857355E-1	-1.291071504E-1	-3.017152555E-2
7.966666667E0	6.314780911E-2	-5.462676739E-2	6.167851590E-2	-3.155297956E-2	5.299668673E-2
8.000000000E0	6.476326022E-2	-5.300266629E-2	2.337462191E-1	1.539828040E-1	1.758595775E-1
8.033333333E0	7.487178095E-2	-4.436124713E-2	1.617419270E-1	1.429559843E-1	7.565736913E-2
8.066666667E0	6.980708483E-2	-4.347226734E-2	3.285039157E-1	1.739844730E-1	-2.786471350E-1
8.100000000E0	5.629530528E-2	-3.276228226E-2	2.754954819E-1	1.785394039E-1	-2.098128733E-1
8.133333333E0	5.581955994E-2	-3.156964041E-2	1.870812626E-1	1.328269511E-1	-1.317436901E-1
8.166666667E0	4.751239261E-2	-2.390715219E-2	2.088059651E-1	2.034296978E-1	-4.707747986E-2
8.200000000E0	5.268106129E-2	-1.800766055E-2	2.571297026E-1	2.545432436E-1	3.637885504E-2
8.233333333E0	4.993764961E-2	-6.937602614E-3	9.456851102E-2	9.091985738E-2	-2.601504969E-2
8.266666667E0	5.094672464E-2	-1.194633673E-2	2.463512625E-1	-2.153096745E-1	-1.197108542E-1
8.300000000E0	4.195692600E-2	-2.129158091E-2	1.961424097E-1	-1.910420337E-1	-4.443856714E-2
8.333333333E0	4.798415350E-2	-2.468247231E-2	2.325935706E-1	-4.609891502E-2	2.279795147E-1
8.366666667E0	5.715556031E-2	-2.436484191E-2	2.662534522E-1	-1.111251197E-1	2.419547655E-1
8.400000000E0	6.411447120E-2	-3.209081362E-2	1.592002953E-1	-7.212809742E-2	1.419234708E-1
8.433333333E0	6.661712503E-2	-2.917338174E-2	1.832099339E-1	-1.007520779E-1	1.530192755E-1
8.466666667E0	7.431575623E-2	-3.880761882E-2	2.279824445E-1	-2.257459623E-1	-3.185522737E-2
8.500000000E0	6.449344321E-2	-4.422311256E-2	2.113171547E-1	1.511833230E-1	-1.476432955E-1
